              trj_shorten        0.06667          0.00000    
                        2          0.58333          0.00000    
                        3          0.00000          0.00000    
                        4          0.00000          0.00000    
                        5          0.61667          0.53360    
                        6          0.98333          0.05138    
                        7          1.00000          0.63636    
                        8          1.00000          0.00000    
                        9          1.00000          0.67194    
                       10          0.53333          0.46245    
                       11          0.55000          0.00000    
                       12          0.35000          0.00000    
                       13          0.41667          0.00000    
                       14          0.28333          0.00000    
                       15          0.23333          0.00000    
                       16          0.48333          0.37945    
                       17          0.71667          0.45455    
                       18          0.71667          0.00000    
                       19          0.71667          0.00000    
                       20          0.90000          0.00000    
                       21          0.51667          0.00000    
                       22          0.58333          0.00000    
                       23          0.25000          0.00000    
                       24          0.36667          0.00000    
                       25          0.45000          0.00000    
                       26          0.00000          0.00000    
                       27          0.85000          0.00000    
                       28          1.00000          0.00000    
                       29          0.90000          0.00000    
                       30          0.88333          0.39921    
                       31          0.53333          0.00000    
                       32          0.23333          0.00000    
                       33          0.33333          0.00000    
                       34          0.38333          0.00000    
                       35          0.41667          0.00000    
                       36          0.46667          0.00000    
                       37          0.65000          0.00000    
                       38          0.55000          0.00000    
                       39          0.50000          0.00000    
                       40          0.35000          0.00000    
                       41          0.60000          0.00000    
                       42          0.38333          0.00000    
                       43          0.43333          0.00395    
                       44          0.66667          0.00000    
                       45          0.11667          0.00000    
                       46          0.00000          0.00000    
                       47          0.38333          0.00000    
                       48          0.45000          0.00000    
                       49          0.53333          0.00000    
                       50          0.46667          0.00000    
                       51          0.36667          0.00000    
                       52          0.00000          0.00000    
                       53          0.41667          0.00000    
                       54          0.13333          0.00000    
                       55          0.26667          0.11462    
                       56          0.51667          0.00000    
                       57          0.46667          0.00000    
                       58          0.25000          0.00000    
                       59          0.10000          0.00000    
                       60          0.15000          0.00000    
                       61          0.30000          0.00000    
                       62          0.28333          0.00000    
                       63          0.15000          0.00000    
                       64          0.30000          0.00000    
                       65          0.11667          0.00000    
                       66          0.06667          0.00000    
                       67          0.10000          0.00000    
                       68          0.10000          0.00000    
                       69          0.43333          0.00000    
                       70          0.21667          0.00000    
                       71          0.28333          0.00000    
                       72          0.00000          0.00000    
                       73          0.06667          0.00000    
                       74          0.25000          0.00000    
                       75          0.00000          0.00000    
                       76          0.40000          0.00000    
                       77          0.03333          0.66403    
                       78          0.45000          0.00000    
                       79          0.13333          0.00000    
                       80          0.16667          0.00000    
                       81          0.23333          0.00000    
                       82          0.50000          0.00000    
                       83          0.50000          0.00000    
                       84          0.00000          0.51779    
                       85          0.11667          0.00000    
                       86          0.31667          0.00000    
                       87          0.40000          0.00000    
                       88          0.25000          0.00000    
                       89          0.26667          0.00000    
                       90          0.48333          0.00000    
                       91          0.48333          0.00000    
                       92          0.40000          0.00000    
                       93          0.48333          0.00000    
                       94          0.30000          0.00000    
                       95          0.55000          0.00000    
                       96          0.43333          0.00000    
                       97          0.33333          0.00000    
                       98          0.28333          0.03162    
                       99          0.00000          0.00000    
                      100          0.00000          0.00000    
                      101          0.11667          0.51383    
                      102          0.00000          0.00000    
                      103          0.16667          0.54941    
                      104          0.21667          0.00000    
                      105          0.26667          0.58893    
                      106          0.50000          0.00000    
                      107          1.00000          0.49802    
                      108          0.98333          0.66403    
                      109          0.60000          0.86166    
                      110          0.80000          0.71542    
                      111          0.83333          0.89328    
                      112          0.60000          0.86166    
                      113          0.96667          0.66008    
                      114          0.98333          0.72332    
                      115          0.93333          0.00000    
                      116          0.00000          0.00000    
                      117          0.35000          0.57312    
                      118          0.06667          0.53755    
                      119          0.20000          0.00000    
                      120          0.00000          0.00000    
                      121          0.00000          0.00000    
                      122          0.71667          0.00000    
                      123          0.95000          0.55336    
                      124          0.96667          0.59289    
                      125          1.00000          0.77470    
                      126          0.93333          0.86561    
                      127          0.98333          0.95652    
                      128          1.00000          0.90119    
                      129          0.98333          0.97628    
                      130          0.98333          0.96838    
                      131          0.96667          0.98024    
                      132          0.96667          0.99209    
