                     LEU0        0.39326          0.78333          0.12500          0.50962    
                        2          0.37360          0.75556          0.11413          0.57692    
                        3          0.43539          0.73889          0.11413          0.54808    
                        4          0.31461          0.60556          0.14130          0.46154    
                        5          0.31180          0.62778          0.13043          0.58654    
                        6          0.57022          0.72222          0.36957          0.70192    
                        7          0.58427          0.65556          0.40217          0.65385    
                        8          0.57303          0.63333          0.45652          0.64423    
                        9          0.55899          0.52222          0.56522          0.65385    
                       10          0.51685          0.39444          0.57609          0.63462    
                       11          0.37360          0.48889          0.54891          0.54808    
                       12          0.34831          0.48889          0.58152          0.44231    
                       13          0.37079          0.65556          0.44565          0.49038    
                       14          0.37079          0.60556          0.36957          0.49038    
                       15          0.33146          0.53333          0.35326          0.50962    
                       16          0.35112          0.45556          0.28804          0.60577    
                       17          0.35674          0.40000          0.27174          0.37500    
                       18          0.46629          0.27222          0.14674          0.47115    
                       19          0.50000          0.36667          0.10326          0.49038    
                       20          0.42697          0.39444          0.12500          0.60577    
                       21          0.21629          0.38889          0.18478          0.78846    
                       22          0.46067          0.22222          0.23370          0.84615    
                       23          0.51685          0.15000          0.20652          0.90385    
                       24          0.33989          0.14444          0.08152          0.96154    
                       25          0.31461          0.24444          0.05978          0.99038    
                       26          0.17135          0.22222          0.21739          0.99038    
                       27          0.15169          0.17778          0.10326          0.89423    
                       28          0.21629          0.25000          0.07609          0.77885    
                       29          0.12360          0.20556          0.02717          0.74038    
                       30          0.05056          0.26111          0.00543          0.67308    
                       31          0.12640          0.26667          0.18478          0.57692    
                       32          0.27528          0.15556          0.25543          0.77885    
                       33          0.24719          0.18889          0.21739          0.87500    
                       34          0.28933          0.22778          0.10326          0.91346    
                       35          0.22753          0.13333          0.08152          0.88462    
                       36          0.39045          0.16667          0.10870          0.79808    
                       37          0.39326          0.20000          0.10326          0.67308    
                       38          0.40169          0.26667          0.09239          0.53846    
                       39          0.25843          0.35556          0.07065          0.50962    
                       40          0.50000          0.33333          0.09239          0.47115    
