                     LEU0        0.58101          0.35736          0.37056          0.33179          0.35238          0.08108    
                        2          0.63687          0.36036          0.35533          0.34571          0.28571          0.12162    
                        3          0.59777          0.36637          0.40102          0.35267          0.43333          0.14865    
                        4          0.65922          0.38138          0.39086          0.42459          0.29524          0.23423    
                        5          0.68156          0.32132          0.30457          0.47796          0.51429          0.27027    
                        6          0.58659          0.35435          0.27411          0.50580          0.61429          0.39640    
                        7          0.64804          0.30631          0.24873          0.45940          0.65714          0.43243    
                        8          0.67598          0.30030          0.22843          0.46636          0.72381          0.42342    
                        9          0.63128          0.26426          0.26396          0.47564          0.87619          0.40991    
                       10          0.58101          0.29429          0.24873          0.57077          0.85714          0.45946    
                       11          0.54190          0.30631          0.27919          0.58005          0.78571          0.50000    
                       12          0.54749          0.32432          0.39594          0.55452          0.75238          0.47748    
                       13          0.67039          0.39039          0.38071          0.51276          0.72381          0.46396    
                       14          0.79888          0.43243          0.34518          0.49884          0.65238          0.48198    
                       15          0.79330          0.34234          0.36041          0.47564          0.69048          0.55856    
                       16          0.69274          0.37237          0.37563          0.45244          0.73810          0.58108    
                       17          0.67598          0.32432          0.42132          0.44548          0.81905          0.58108    
                       18          0.63687          0.36036          0.43655          0.43619          0.79048          0.55405    
                       19          0.54749          0.37538          0.38579          0.45244          0.75238          0.50901    
                       20          0.56425          0.40541          0.40609          0.45244          0.33333          0.45495    
                       21          0.67039          0.46547          0.40102          0.47100          0.24286          0.38739    
                       22          0.75419          0.54955          0.43147          0.45012          0.17143          0.36937    
                       23          0.73184          0.64565          0.39594          0.46868          0.21429          0.36937    
                       24          0.70950          0.48949          0.42640          0.46868          0.28571          0.45045    
                       25          0.72067          0.44144          0.41117          0.46404          0.61429          0.46847    
                       26          0.66480          0.57958          0.43147          0.42691          0.60952          0.52252    
                       27          0.69274          0.49550          0.39594          0.40603          0.60000          0.58108    
                       28          0.60335          0.48649          0.33503          0.44316          0.53333          0.57658    
                       29          0.65363          0.41742          0.23858          0.47100          0.43810          0.54505    
                       30          0.58101          0.44745          0.26396          0.49420          0.49524          0.57207    
                       31          0.73743          0.53754          0.48223          0.40371          0.56190          0.62613    
                       32          0.67598          0.56456          0.61421          0.40603          0.74762          0.61712    
                       33          0.65363          0.56456          0.59391          0.42691          0.77143          0.58559    
                       34          0.66480          0.60060          0.56345          0.41763          0.81905          0.56757    
                       35          0.69274          0.56156          0.57360          0.41531          0.76190          0.60360    
                       36          0.82682          0.57958          0.44670          0.42227          0.58571          0.59910    
                       37          0.81564          0.58258          0.34518          0.41763          0.53333          0.48649    
                       38          0.60894          0.64865          0.27919          0.47100          0.47619          0.45045    
                       39          0.62011          0.66066          0.22335          0.52436          0.44762          0.49550    
                       40          0.83240          0.78078          0.18274          0.54060          0.46190          0.47297    
                       41          0.91620          0.81682          0.23858          0.58237          0.45714          0.55856    
                       42          0.87151          0.79279          0.31980          0.58933          0.44762          0.57658    
                       43          0.68715          0.82883          0.30457          0.61717          0.48571          0.58108    
                       44          0.70950          0.91892          0.32487          0.61485          0.60476          0.51351    
                       45          0.69274          0.89189          0.32487          0.63805          0.57143          0.60811    
                       46          0.63687          0.89489          0.43147          0.66357          0.44286          0.58108    
                       47          0.66480          0.83784          0.55330          0.69142          0.43810          0.71622    
