                     LEU3        0.42958          0.54895    
                        2          0.44366          0.57343    
                        3          0.43662          0.55245    
                        4          0.31690          0.54895    
                        5          0.28873          0.61538    
                        6          0.33803          0.54895    
                        7          0.45070          0.49650    
                        8          0.54225          0.50000    
                        9          0.64789          0.52797    
                       10          0.63380          0.50350    
                       11          0.65493          0.50699    
                       12          0.61972          0.49301    
                       13          0.51408          0.38112    
                       14          0.51408          0.37413    
                       15          0.52113          0.34965    
                       16          0.48592          0.20629    
                       17          0.35211          0.11888    
                       18          0.29577          0.15035    
                       19          0.33099          0.16434    
                       20          0.52817          0.15734    
                       21          0.52113          0.15385    
                       22          0.51408          0.19231    
                       23          0.53521          0.22028    
                       24          0.53521          0.18881    
                       25          0.59859          0.20979    
                       26          0.59155          0.21678    
                       27          0.45775          0.25524    
                       28          0.45070          0.21329    
                       29          0.36620          0.28322    
                       30          0.35211          0.25175    
                       31          0.51408          0.28322    
                       32          0.57042          0.34266    
                       33          0.56338          0.46503    
                       34          0.36620          0.40559    
                       35          0.21831          0.31818    
                       36          0.07746          0.33916    
                       37          0.06338          0.36713    
                       38          0.09155          0.38112    
                       39          0.16901          0.39161    
                       40          0.22535          0.39510    
                       41          0.28169          0.35315    
                       42          0.22535          0.34965    
                       43          0.27465          0.38112    
                       44          0.30986          0.37762    
                       45          0.45775          0.23776    
                       46          0.51408          0.26923    
                       47          0.35211          0.30420    
                       48          0.45775          0.25874    
                       49          0.48592          0.14685    
                       50          0.42254          0.25874    
                       51          0.40845          0.30070    
                       52          0.31690          0.31818    
                       53          0.20423          0.23776    
                       54          0.16197          0.24126    
                       55          0.08451          0.08392    
                       56          0.01408          0.03147    
                       57          0.01408          0.13287    
                       58          0.01408          0.15734    
                       59          0.00000          0.11538    
                       60          0.00000          0.13986    
                       61          0.00000          0.11189    
                       62          0.00000          0.06643    
                       63          0.00000          0.05245    
                       64          0.00000          0.06993    
                       65          0.00000          0.06643    
                       66          0.00000          0.14336    
                       67          0.00000          0.09091    
                       68          0.00000          0.12587    
                       69          0.00000          0.15385    
                       70          0.00000          0.17483    
                       71          0.00000          0.16783    
                       72          0.00000          0.17483    
                       73          0.00000          0.17133    
                       74          0.00000          0.11538    
                       75          0.00000          0.10839    
                       76          0.00000          0.10140    
                       77          0.00704          0.05245    
                       78          0.00704          0.04196    
                       79          0.00704          0.07343    
                       80          0.00000          0.09790    
                       81          0.00000          0.06643    
                       82          0.00000          0.06643    
                       83          0.00000          0.10490    
                       84          0.00000          0.09790    
                       85          0.00000          0.07343    
                       86          0.01408          0.10140    
                       87          0.00704          0.09091    
                       88          0.00000          0.04895    
                       89          0.00000          0.02098    
                       90          0.01408          0.03497    
                       91          0.00000          0.02797    
                       92          0.00000          0.03497    
                       93          0.00000          0.01399    
                       94          0.02113          0.06993    
                       95          0.00704          0.06294    
                       96          0.01408          0.05944    
                       97          0.03521          0.06294    
                       98          0.00000          0.10490    
                       99          0.00000          0.15385    
                      100          0.00000          0.18881    
