0      0.29 
1      0.45 
2      0.56 
3      0.63 
4      0.64 
5      0.71 
6      0.67 
7      0.62 
8      0.71 
9      0.69 
10      0.66 
11      0.65 
12      0.68 
13      0.65 
14      0.67 
15      0.71 
16      0.73 
17      0.73 
18      0.77 
19      0.80 
20      0.79 
21      0.76 
22      0.85 
23      0.90 
24      0.91 
25      0.95 
26      0.98 
27      1.03 
28      1.04 
29      1.04 
30      0.99 
31      0.94 
32      0.85 
33      0.81 
34      0.75 
35      0.71 
36      0.66 
37      0.64 
38      0.69 
39      0.76 
40      0.81 
41      0.78 
42      0.81 
43      0.78 
44      0.73 
45      0.74 
46      0.80 
47      0.89 
48      0.97 
49      1.01 
50      1.03 
51      1.02 
52      0.95 
53      0.93 
54      0.90 
55      0.87 
56      0.79 
57      0.73 
58      0.80 
59      0.88 
60      0.95 
61      0.98 
62      1.02 
63      1.06 
64      1.09 
65      1.15 
66      1.16 
67      1.16 
68      1.14 
69      1.13 
70      1.11 
71      1.00 
72      0.97 
73      0.94 
74      0.97 
75      0.95 
76      0.99 
77      1.02 
78      1.03 
79      0.99 
80      0.97 
81      0.98 
82      1.01 
83      1.02 
84      1.00 
85      0.98 
86      0.99 
87      1.01 
88      1.04 
89      1.07 
90      1.04 
91      1.01 
92      1.00 
93      0.95 
94      0.96 
95      1.03 
96      1.09 
97      1.17 
98      1.23 
99      1.24 
