0      0.63 
1      0.68 
2      0.68 
3      0.61 
4      0.63 
5      0.64 
6      0.60 
7      0.65 
8      0.63 
9      0.63 
10      0.65 
11      0.65 
12      0.66 
13      0.64 
14      0.66 
15      0.71 
16      0.85 
17      0.87 
18      0.87 
19      0.82 
20      0.72 
21      0.70 
22      0.65 
23      0.65 
24      0.66 
25      0.64 
26      0.57 
27      0.50 
28      0.60 
29      0.68 
30      0.68 
31      0.59 
32      0.51 
33      0.54 
34      0.56 
35      0.61 
36      0.64 
37      0.69 
38      0.72 
39      0.64 
40      0.54 
41      0.55 
42      0.54 
43      0.57 
44      0.60 
45      0.63 
46      0.69 
47      0.76 
48      0.76 
49      0.78 
50      0.80 
51      0.81 
52      0.81 
53      0.78 
54      0.78 
55      0.79 
56      0.84 
57      0.89 
58      0.92 
59      0.92 
60      0.92 
61      0.94 
62      0.99 
63      0.95 
64      0.98 
65      1.02 
66      1.06 
67      1.08 
68      1.13 
69      1.18 
70      1.18 
71      1.15 
72      1.04 
73      1.03 
74      0.98 
75      0.96 
76      0.97 
77      0.95 
78      0.99 
79      1.00 
80      0.97 
81      0.99 
82      0.92 
83      0.87 
84      0.85 
85      0.85 
86      0.92 
87      0.91 
88      0.95 
89      0.93 
90      0.88 
91      0.91 
92      0.87 
93      0.85 
94      0.86 
95      0.86 
96      0.81 
97      0.77 
98      0.78 
99      0.75 
