0      0.32 
1      0.43 
2      0.51 
3      0.55 
4      0.59 
5      0.68 
6      0.72 
7      0.80 
8      0.82 
9      0.84 
10      0.84 
11      0.88 
12      0.88 
13      0.91 
14      0.93 
15      0.93 
16      0.91 
17      0.87 
18      0.87 
19      0.89 
20      0.94 
21      0.94 
22      0.92 
23      0.85 
24      0.88 
25      0.87 
26      0.85 
27      0.85 
28      0.92 
29      1.00 
30      1.06 
31      1.05 
32      1.10 
33      1.08 
34      1.10 
35      1.10 
36      1.09 
37      1.10 
38      1.06 
39      1.00 
40      0.99 
41      1.00 
42      1.02 
43      0.99 
44      0.99 
45      0.98 
46      1.01 
47      0.95 
48      0.91 
49      0.90 
50      0.88 
51      0.86 
52      0.86 
53      0.89 
54      0.92 
55      0.90 
56      0.91 
57      0.91 
58      0.98 
59      1.02 
60      1.07 
61      1.16 
62      1.18 
63      1.22 
64      1.22 
65      1.22 
66      1.19 
67      1.22 
68      1.23 
69      1.22 
70      1.24 
71      1.28 
72      1.31 
73      1.30 
74      1.31 
75      1.28 
76      1.24 
77      1.24 
78      1.29 
79      1.30 
80      1.31 
81      1.35 
82      1.36 
83      1.35 
84      1.35 
85      1.34 
86      1.35 
87      1.44 
88      1.47 
89      1.53 
90      1.60 
91      1.70 
92      1.77 
93      1.77 
94      1.80 
95      1.82 
96      1.81 
97      1.89 
98      1.91 
99      1.99 
