0      0.53 
1      0.60 
2      0.66 
3      0.69 
4      0.68 
5      0.76 
6      0.78 
7      0.72 
8      0.80 
9      0.79 
10      0.79 
11      0.77 
12      0.75 
13      0.72 
14      0.70 
15      0.79 
16      0.84 
17      0.83 
18      0.88 
19      0.94 
20      0.92 
21      0.86 
22      0.91 
23      0.98 
24      0.98 
25      1.01 
26      1.01 
27      1.06 
28      1.06 
29      1.08 
30      1.03 
31      0.97 
32      0.88 
33      0.89 
34      0.86 
35      0.85 
36      0.79 
37      0.73 
38      0.74 
39      0.82 
40      0.88 
41      0.84 
42      0.92 
43      0.91 
44      0.83 
45      0.83 
46      0.90 
47      1.00 
48      1.09 
49      1.11 
50      1.12 
51      1.12 
52      1.10 
53      1.09 
54      1.06 
55      1.01 
56      0.93 
57      0.88 
58      0.92 
59      0.96 
60      1.03 
61      1.08 
62      1.11 
63      1.12 
64      1.12 
65      1.21 
66      1.25 
67      1.26 
68      1.27 
69      1.26 
70      1.25 
71      1.15 
72      1.12 
73      1.06 
74      1.08 
75      1.09 
76      1.12 
77      1.15 
78      1.18 
79      1.15 
80      1.15 
81      1.13 
82      1.14 
83      1.15 
84      1.10 
85      1.08 
86      1.07 
87      1.09 
88      1.12 
89      1.20 
90      1.17 
91      1.13 
92      1.11 
93      1.05 
94      1.07 
95      1.09 
96      1.14 
97      1.23 
98      1.32 
99      1.30 
