0      0.87 
1      0.89 
2      0.89 
3      0.89 
4      0.87 
5      0.83 
6      0.80 
7      0.80 
8      0.80 
9      0.83 
10      0.84 
11      0.84 
12      0.87 
13      0.90 
14      0.92 
15      0.83 
16      0.85 
17      0.83 
18      0.83 
19      0.84 
20      0.91 
21      0.97 
22      1.03 
23      1.11 
24      1.15 
25      1.11 
26      1.11 
27      1.12 
28      1.13 
29      1.05 
30      1.01 
31      0.98 
32      1.02 
33      1.01 
34      0.91 
35      0.88 
36      0.87 
37      0.88 
38      0.85 
39      0.79 
40      0.74 
41      0.73 
42      0.69 
43      0.69 
44      0.68 
45      0.72 
46      0.76 
47      0.77 
48      0.83 
49      0.87 
50      0.84 
51      0.76 
52      0.76 
53      0.76 
54      0.76 
55      0.78 
56      0.81 
57      0.81 
58      0.85 
59      0.92 
60      0.93 
61      0.91 
62      0.88 
63      0.91 
64      0.94 
65      0.91 
66      0.95 
67      0.96 
68      0.92 
69      0.95 
70      0.94 
71      0.96 
72      0.88 
73      0.89 
74      0.89 
75      0.83 
76      0.75 
77      0.64 
78      0.65 
79      0.68 
80      0.74 
81      0.77 
82      0.81 
83      0.84 
84      0.93 
85      1.01 
86      1.02 
87      1.04 
88      1.02 
89      0.94 
90      0.93 
91      0.91 
92      0.95 
93      0.96 
94      0.94 
95      0.87 
96      0.81 
97      0.82 
98      0.85 
99      0.90 
