0      0.00 
1      0.30 
2      0.41 
3      0.50 
4      0.55 
5      0.62 
6      0.59 
7      0.57 
8      0.64 
9      0.61 
10      0.58 
11      0.59 
12      0.59 
13      0.56 
14      0.57 
15      0.65 
16      0.66 
17      0.69 
18      0.73 
19      0.75 
20      0.76 
21      0.71 
22      0.79 
23      0.81 
24      0.83 
25      0.88 
26      0.92 
27      0.98 
28      0.98 
29      0.98 
30      0.94 
31      0.90 
32      0.81 
33      0.75 
34      0.68 
35      0.66 
36      0.63 
37      0.62 
38      0.67 
39      0.74 
40      0.79 
41      0.74 
42      0.76 
43      0.74 
44      0.68 
45      0.67 
46      0.72 
47      0.79 
48      0.87 
49      0.91 
