1_trj_equil_supLEU0-bb_31        0.00000          0.43011          0.43049          0.21739          0.08995          0.14724          0.71429    
2_trj_equil_supLEU1-bb_99        0.00000          0.18280          0.00448          0.25000          0.02646          0.26380          0.03297    
