                     LEU0        0.75000          0.56863          0.53333          0.65049          0.21333    
                        2          0.69681          0.47549          0.57778          0.58252          0.17333    
                        3          0.70213          0.43137          0.62222          0.46602          0.20000    
                        4          0.72872          0.47059          0.68889          0.51456          0.16000    
                        5          0.62766          0.41667          0.66667          0.26214          0.10667    
                        6          0.67553          0.49510          0.57778          0.35922          0.17333    
                        7          0.70745          0.44608          0.51111          0.46602          0.17333    
                        8          0.80319          0.42157          0.55556          0.40777          0.33333    
                        9          0.75000          0.37255          0.51111          0.24272          0.50667    
                       10          0.55319          0.39706          0.42222          0.16505          0.52000    
                       11          0.43617          0.30392          0.55556          0.12621          0.36000    
                       12          0.23936          0.18137          0.60000          0.11650          0.42667    
                       13          0.13298          0.26471          0.64444          0.10680          0.45333    
                       14          0.14362          0.19118          0.46667          0.06796          0.30667    
                       15          0.09043          0.27451          0.44444          0.12621          0.37333    
                       16          0.09043          0.23529          0.64444          0.05825          0.50667    
                       17          0.20745          0.25000          0.62222          0.09709          0.48000    
                       18          0.12766          0.21078          0.71111          0.14563          0.36000    
                       19          0.20745          0.26961          0.57778          0.19417          0.41333    
                       20          0.25000          0.23039          0.48889          0.27184          0.46667    
                       21          0.32447          0.24020          0.33333          0.19417          0.40000    
                       22          0.29255          0.18627          0.40000          0.21359          0.29333    
                       23          0.13298          0.21078          0.33333          0.14563          0.18667    
                       24          0.10106          0.25980          0.53333          0.18447          0.16000    
                       25          0.10106          0.22059          0.35556          0.13592          0.24000    
                       26          0.19149          0.25980          0.37778          0.19417          0.29333    
                       27          0.13830          0.22059          0.46667          0.19417          0.29333    
                       28          0.15957          0.22549          0.42222          0.16505          0.16000    
                       29          0.25000          0.25980          0.57778          0.17476          0.12000    
                       30          0.26064          0.21569          0.35556          0.18447          0.06667    
                       31          0.14362          0.17647          0.22222          0.16505          0.06667    
                       32          0.12234          0.20588          0.46667          0.09709          0.06667    
                       33          0.13830          0.21569          0.28889          0.19417          0.06667    
                       34          0.06383          0.20588          0.20000          0.22330          0.05333    
                       35          0.06915          0.19608          0.13333          0.31068          0.05333    
                       36          0.21277          0.17647          0.17778          0.31068          0.09333    
                       37          0.27660          0.19118          0.42222          0.36893          0.10667    
                       38          0.27128          0.16176          0.33333          0.37864          0.21333    
                       39          0.28723          0.13235          0.26667          0.38835          0.13333    
                       40          0.26596          0.07353          0.24444          0.47573          0.13333    
                       41          0.34043          0.07843          0.28889          0.34951          0.12000    
                       42          0.37766          0.07843          0.40000          0.33981          0.12000    
                       43          0.46277          0.11275          0.22222          0.45631          0.04000    
                       44          0.53723          0.16667          0.42222          0.44660          0.06667    
                       45          0.47340          0.19608          0.26667          0.46602          0.30667    
                       46          0.41489          0.21569          0.11111          0.42718          0.30667    
                       47          0.25532          0.22549          0.04444          0.32039          0.21333    
                       48          0.32447          0.20588          0.06667          0.20388          0.22667    
                       49          0.27128          0.14706          0.02222          0.18447          0.38667    
                       50          0.23936          0.12255          0.02222          0.19417          0.50667    
                       51          0.19149          0.10784          0.02222          0.21359          0.53333    
                       52          0.24468          0.12255          0.06667          0.20388          0.60000    
                       53          0.20745          0.09314          0.00000          0.17476          0.58667    
                       54          0.14362          0.12255          0.02222          0.13592          0.68000    
                       55          0.09574          0.12745          0.02222          0.04854          0.68000    
                       56          0.06915          0.15686          0.00000          0.02913          0.44000    
                       57          0.06383          0.15196          0.06667          0.05825          0.28000    
                       58          0.04255          0.15196          0.02222          0.00000          0.45333    
                       59          0.02128          0.14706          0.00000          0.00971          0.44000    
                       60          0.00000          0.14706          0.00000          0.00971          0.29333    
                       61          0.04787          0.16176          0.02222          0.00971          0.13333    
                       62          0.00000          0.09314          0.00000          0.00000          0.18667    
                       63          0.00532          0.00490          0.00000          0.03883          0.22667    
                       64          0.02128          0.00490          0.02222          0.02913          0.18667    
                       65          0.02660          0.14706          0.04444          0.00971          0.16000    
                       66          0.00000          0.18137          0.06667          0.04854          0.12000    
                       67          0.06383          0.25490          0.11111          0.01942          0.09333    
                       68          0.03191          0.30882          0.08889          0.04854          0.10667    
                       69          0.07447          0.08824          0.06667          0.02913          0.04000    
                       70          0.10106          0.05392          0.02222          0.00971          0.00000    
                       71          0.18617          0.27941          0.06667          0.09709          0.08000    
                       72          0.18085          0.30392          0.13333          0.07767          0.08000    
                       73          0.08511          0.23039          0.00000          0.07767          0.02667    
                       74          0.16489          0.24020          0.00000          0.11650          0.08000    
                       75          0.12234          0.23529          0.08889          0.20388          0.02667    
                       76          0.06383          0.27941          0.06667          0.12621          0.01333    
                       77          0.05319          0.24020          0.11111          0.21359          0.02667    
                       78          0.10638          0.26471          0.08889          0.18447          0.00000    
                       79          0.17553          0.29902          0.06667          0.22330          0.00000    
                       80          0.11702          0.26961          0.04444          0.24272          0.00000    
                       81          0.11702          0.22059          0.02222          0.29126          0.00000    
                       82          0.10106          0.13235          0.02222          0.27184          0.02667    
                       83          0.18617          0.15196          0.00000          0.28155          0.00000    
                       84          0.24468          0.17157          0.00000          0.29126          0.09333    
                       85          0.12234          0.15686          0.02222          0.33010          0.05333    
                       86          0.07447          0.19608          0.04444          0.27184          0.05333    
                       87          0.02128          0.16667          0.02222          0.22330          0.09333    
                       88          0.00000          0.08824          0.06667          0.26214          0.05333    
                       89          0.00532          0.11275          0.04444          0.25243          0.16000    
                       90          0.01596          0.17647          0.11111          0.21359          0.20000    
                       91          0.01596          0.06373          0.04444          0.22330          0.29333    
                       92          0.01596          0.05882          0.00000          0.18447          0.16000    
                       93          0.04255          0.06373          0.02222          0.30097          0.14667    
                       94          0.02660          0.03922          0.02222          0.28155          0.26667    
                       95          0.07979          0.00980          0.04444          0.23301          0.28000    
                       96          0.10106          0.02451          0.13333          0.30097          0.22667    
                       97          0.11702          0.06373          0.13333          0.30097          0.26667    
                       98          0.06915          0.01961          0.11111          0.26214          0.24000    
                       99          0.13830          0.00490          0.17778          0.29126          0.25333    
