0      0.23 
1      0.34 
2      0.36 
3      0.39 
4      0.44 
5      0.42 
6      0.45 
7      0.42 
8      0.41 
9      0.44 
10      0.52 
11      0.61 
12      0.66 
13      0.70 
14      0.66 
15      0.63 
16      0.61 
17      0.57 
18      0.61 
19      0.62 
20      0.62 
21      0.67 
22      0.74 
23      0.82 
24      0.80 
25      0.82 
26      0.87 
27      0.92 
28      0.93 
29      0.90 
30      0.94 
31      0.90 
32      0.90 
33      0.85 
34      0.85 
35      0.87 
36      0.91 
37      0.90 
38      0.86 
39      0.82 
40      0.82 
41      0.89 
42      0.88 
43      0.89 
44      0.88 
45      0.93 
46      0.97 
47      0.91 
48      0.88 
49      0.90 
50      0.92 
51      0.97 
52      0.98 
53      1.04 
54      1.09 
55      1.10 
56      1.13 
57      1.15 
58      1.16 
59      1.16 
60      1.11 
61      1.08 
62      1.09 
63      1.10 
64      1.12 
65      1.15 
66      1.11 
67      1.13 
68      1.13 
69      1.13 
70      1.10 
71      1.09 
72      1.13 
73      1.10 
74      1.12 
75      1.15 
76      1.14 
77      1.18 
78      1.16 
79      1.13 
80      1.11 
81      1.10 
82      1.07 
83      1.05 
84      1.09 
85      1.04 
86      0.99 
87      0.99 
88      0.98 
89      1.00 
90      1.02 
91      1.04 
92      1.10 
93      1.12 
94      1.10 
95      1.04 
96      1.02 
97      1.00 
98      1.04 
99      1.10 
