0      0.54 
1      0.62 
2      0.62 
3      0.68 
4      0.70 
5      0.67 
6      0.68 
7      0.67 
8      0.60 
9      0.66 
10      0.76 
11      0.86 
12      0.91 
13      0.91 
14      0.86 
15      0.88 
16      0.88 
17      0.84 
18      0.86 
19      0.84 
20      0.86 
21      0.90 
22      0.97 
23      1.03 
24      0.97 
25      0.97 
26      1.03 
27      1.04 
28      0.99 
29      0.81 
30      0.76 
31      0.73 
32      0.76 
33      0.72 
34      0.70 
35      0.71 
36      0.68 
37      0.66 
38      0.70 
39      0.65 
40      0.62 
41      0.62 
42      0.65 
43      0.65 
44      0.65 
45      0.69 
46      0.77 
47      0.82 
48      0.86 
49      0.85 
50      0.86 
51      0.91 
52      0.88 
53      0.91 
54      0.93 
55      0.95 
56      0.97 
57      0.97 
58      0.94 
59      0.90 
60      0.87 
61      0.81 
62      0.80 
63      0.80 
64      0.81 
65      0.89 
66      0.85 
67      0.78 
68      0.73 
69      0.81 
70      0.83 
71      0.92 
72      1.00 
73      1.02 
74      1.05 
75      1.07 
76      0.99 
77      1.03 
78      1.04 
79      1.06 
80      1.01 
81      0.95 
82      0.92 
83      0.93 
84      0.96 
85      0.99 
86      1.00 
87      0.98 
88      0.98 
89      0.98 
90      0.99 
91      1.03 
92      1.06 
93      1.06 
94      0.95 
95      0.87 
96      0.90 
97      0.85 
98      0.89 
99      0.91 
