0      0.26 
1      0.41 
2      0.47 
3      0.55 
4      0.54 
5      0.54 
6      0.49 
7      0.47 
8      0.47 
9      0.46 
10      0.51 
11      0.51 
12      0.52 
13      0.49 
14      0.54 
15      0.66 
16      0.65 
17      0.67 
18      0.70 
19      0.76 
20      0.84 
21      0.80 
22      0.82 
23      0.88 
24      0.94 
25      0.96 
26      0.99 
27      1.03 
28      1.00 
29      0.98 
30      0.86 
31      0.84 
32      0.79 
33      0.80 
34      0.81 
35      0.79 
36      0.67 
37      0.66 
38      0.62 
39      0.65 
40      0.62 
41      0.67 
42      0.64 
43      0.60 
44      0.64 
45      0.66 
46      0.66 
47      0.70 
48      0.73 
49      0.69 
50      0.69 
51      0.64 
52      0.60 
53      0.52 
54      0.52 
55      0.56 
56      0.61 
57      0.64 
58      0.71 
59      0.73 
60      0.77 
61      0.78 
62      0.82 
63      0.85 
64      0.86 
65      0.87 
66      0.91 
67      0.94 
68      0.92 
69      0.96 
70      0.93 
71      0.88 
72      0.88 
73      0.86 
74      0.76 
75      0.69 
76      0.70 
77      0.69 
78      0.76 
79      0.78 
80      0.78 
81      0.80 
82      0.80 
83      0.76 
84      0.78 
85      0.78 
86      0.76 
87      0.72 
88      0.71 
89      0.72 
90      0.68 
91      0.71 
92      0.72 
93      0.75 
94      0.80 
95      0.87 
96      0.84 
97      0.84 
98      0.88 
99      0.86 
