#  volume - exposure - pos-charge - neg-charge - h-donor- h-acceptor - hydrophob - aromatic - metal
0    4.843e+02    8.194e+00    3.540e+01    4.288e+01    1.199e+02    1.073e+02    7.833e+01    1.939e+01    0.000e+00
1    3.198e+02    1.029e+01    2.915e+01    3.265e+01    8.248e+01    7.394e+01    6.573e+01    1.354e+01    0.000e+00
2    4.941e+02    9.633e+00    2.976e+01    3.675e+01    1.061e+02    1.048e+02    9.670e+01    2.738e+01    0.000e+00
3    3.442e+02    9.744e+00    3.184e+01    3.675e+01    7.708e+01    7.976e+01    6.671e+01    1.060e+01    0.000e+00
4    5.462e+02    7.179e+00    4.194e+01    4.239e+01    1.398e+02    1.166e+02    1.097e+02    3.303e+01    0.000e+00
5    3.239e+02    1.085e+01    2.021e+01    2.768e+01    8.060e+01    7.609e+01    6.201e+01    1.105e+01    0.000e+00
6    3.136e+02    1.203e+01    2.133e+01    2.580e+01    8.213e+01    7.060e+01    5.873e+01    1.484e+01    0.000e+00
7    4.763e+02    8.660e+00    3.575e+01    3.609e+01    1.145e+02    9.641e+01    9.711e+01    3.236e+01    0.000e+00
8    5.660e+02    8.328e+00    4.152e+01    4.349e+01    1.261e+02    9.355e+01    1.276e+02    4.308e+01    0.000e+00
9    5.619e+02    8.464e+00    4.678e+01    4.761e+01    1.325e+02    9.505e+01    1.176e+02    3.297e+01    0.000e+00
10    4.437e+02    8.194e+00    4.540e+01    3.646e+01    1.166e+02    7.801e+01    9.489e+01    2.171e+01    0.000e+00
11    4.376e+02    8.842e+00    3.958e+01    2.903e+01    1.086e+02    7.974e+01    9.772e+01    1.779e+01    0.000e+00
12    4.595e+02    8.873e+00    4.368e+01    3.229e+01    1.006e+02    8.790e+01    1.012e+02    1.535e+01    0.000e+00
13    4.964e+02    7.761e+00    4.598e+01    3.252e+01    1.190e+02    9.984e+01    1.152e+02    2.526e+01    0.000e+00
14    4.250e+02    6.560e+00    4.485e+01    3.652e+01    1.130e+02    9.538e+01    8.598e+01    1.952e+01    0.000e+00
15    4.944e+02    8.799e+00    4.748e+01    3.868e+01    1.283e+02    9.715e+01    9.611e+01    2.752e+01    0.000e+00
16    5.558e+02    7.807e+00    4.492e+01    3.572e+01    1.254e+02    1.141e+02    1.127e+02    3.835e+01    0.000e+00
17    6.112e+02    4.598e+00    5.410e+01    4.573e+01    1.501e+02    1.282e+02    1.126e+02    3.766e+01    0.000e+00
18    5.788e+02    7.422e+00    4.284e+01    4.227e+01    1.301e+02    1.084e+02    1.134e+02    3.504e+01    0.000e+00
19    6.249e+02    7.865e+00    5.510e+01    3.607e+01    1.445e+02    1.142e+02    1.205e+02    3.758e+01    0.000e+00
20    5.330e+02    7.228e+00    5.500e+01    3.112e+01    1.401e+02    8.791e+01    1.118e+02    3.324e+01    0.000e+00
