                     LEU0        0.50704          0.50292          0.36761          0.38333          0.56395          0.27068          0.19718    
                        2          0.39437          0.46199          0.36247          0.54167          0.52326          0.28571          0.23944    
                        3          0.32394          0.40936          0.42416          0.56667          0.54651          0.30075          0.28169    
                        4          0.35211          0.43860          0.44473          0.60833          0.46512          0.39098          0.43662    
                        5          0.21127          0.51462          0.45758          0.46667          0.50000          0.32331          0.47887    
                        6          0.60563          0.54971          0.44987          0.33333          0.65698          0.42105          0.61972    
                        7          0.56338          0.52047          0.44216          0.26667          0.75000          0.38346          0.54930    
                        8          0.61972          0.57310          0.53985          0.27500          0.78488          0.44361          0.47887    
                        9          0.39437          0.54971          0.67609          0.35833          0.79651          0.51128          0.45070    
                       10          0.35211          0.54386          0.60925          0.50000          0.75581          0.45865          0.33803    
                       11          0.61972          0.55556          0.51157          0.61667          0.66860          0.48120          0.36620    
                       12          0.66197          0.62573          0.49100          0.52500          0.67442          0.56391          0.47887    
                       13          0.70423          0.56725          0.48586          0.50833          0.63953          0.72180          0.53521    
                       14          0.57746          0.72515          0.56041          0.46667          0.66860          0.76692          0.78873    
                       15          0.32394          0.75439          0.57584          0.50833          0.70349          0.79699          0.73239    
                       16          0.40845          0.70175          0.59383          0.54167          0.61628          0.65414          0.53521    
                       17          0.57746          0.65497          0.59383          0.65833          0.68605          0.57143          0.45070    
                       18          0.63380          0.61404          0.60925          0.56667          0.63953          0.63910          0.35211    
                       19          0.56338          0.57895          0.58612          0.48333          0.71512          0.75188          0.47887    
                       20          0.35211          0.50877          0.65810          0.40000          0.54651          0.73684          0.59155    
                       21          0.42254          0.62573          0.79949          0.45833          0.62791          0.71429          0.71831    
                       22          0.49296          0.45614          0.78406          0.60833          0.68023          0.69925          0.54930    
                       23          0.63380          0.57895          0.83805          0.75000          0.73256          0.78195          0.54930    
                       24          0.81690          0.66667          0.87918          0.92500          0.72093          0.84962          0.70423    
                       25          0.78873          0.83626          0.87147          0.90000          0.74419          0.77444          0.67606    
                       26          0.85915          0.67836          0.85604          0.90000          0.69767          0.79699          0.70423    
