# unsquashLR - drugLR - unsquashCNN - drugCNN - volume - exposure - pos-charge - neg-charge - h-donor- h-acceptor - hydrophob - aromatic - metal
0   -4.360e-01    3.927e-01    5.429e-02    3.566e-01   -4.528e-01    3.254e-02    2.740e-01    5.968e-01    1.561e-01    1.008e+00   -7.998e-01   -1.148e+00   -4.863e-01
1    4.532e-01    6.114e-01    1.929e+00    9.485e-01   -3.182e-01   -5.804e-01   -3.919e-02    1.399e+00    2.968e-01    6.848e-01   -4.655e-01   -7.692e-01   -4.863e-01
2    6.457e-02    5.161e-01    1.568e+00    9.154e-01   -3.915e-01   -6.545e-01    1.167e-01    1.372e+00    1.704e-01    1.095e+00   -6.194e-01   -7.608e-01   -4.863e-01
3    6.452e-02    5.161e-01    1.640e+00    9.233e-01   -1.609e-01   -3.809e-01   -8.162e-02    1.273e+00    3.765e-01    1.226e+00   -5.391e-01   -8.107e-01   -4.863e-01
4    6.722e-01    6.620e-01    1.796e+00    9.380e-01   -4.706e-01   -6.241e-01    3.302e-02    1.074e+00    5.625e-02    6.148e-01   -3.398e-01   -8.503e-01   -4.863e-01
5    2.785e-01    5.692e-01    1.277e+00    8.757e-01   -5.092e-01   -4.604e-01    1.857e-01    8.249e-01    3.316e-01    2.556e-01   -5.492e-01   -8.652e-01   -4.863e-01
6    3.978e-01    5.982e-01    1.074e+00    8.392e-01    7.958e-02   -1.924e-01    1.606e-02    4.445e-01    5.340e-01    7.097e-01   -4.512e-01   -8.153e-01   -4.863e-01
7    6.695e-01    6.614e-01    1.842e+00    9.419e-01    2.369e-01   -2.178e-01   -1.792e-01    3.663e-01    5.446e-01    7.673e-01   -4.019e-01   -7.764e-01   -4.863e-01
8    1.503e+00    8.180e-01    2.927e+00    9.877e-01    1.192e-01   -3.448e-01   -2.043e-01    4.044e-01   -1.775e-02    5.272e-01   -1.305e-01   -7.536e-01   -4.863e-01
9    8.322e-01    6.968e-01    1.872e+00    9.443e-01    7.266e-02    5.750e-02   -9.001e-02    4.999e-01    1.528e-01    4.793e-01   -4.237e-01   -8.159e-01   -4.863e-01
10    8.960e-01    7.101e-01    2.366e+00    9.723e-01   -1.480e-01   -1.925e-01   -9.625e-02    6.145e-01    7.887e-02    3.741e-01   -4.160e-01   -7.821e-01   -4.863e-01
11    1.153e+00    7.601e-01    2.721e+00    9.834e-01   -2.876e-01   -6.235e-01   -2.619e-01    8.808e-01    5.876e-02    4.935e-01   -2.770e-01   -8.244e-01   -4.863e-01
12    1.369e+00    7.972e-01    2.605e+00    9.804e-01   -2.401e-01   -3.679e-01   -3.562e-01    6.690e-01    1.957e-01    1.825e-01   -5.372e-02   -8.099e-01   -4.863e-01
13    9.626e-01    7.236e-01    2.323e+00    9.705e-01   -6.985e-02   -1.043e-01   -3.014e-01    6.633e-01    2.610e-01    5.825e-01   -1.601e-01   -8.282e-01   -4.863e-01
14    9.515e-01    7.214e-01    1.757e+00    9.346e-01   -4.412e-02   -4.588e-01   -2.093e-01    8.563e-01    5.159e-01    5.595e-01   -7.715e-02   -7.957e-01   -4.863e-01
