1_trj_equil_supLEU3-bb_24        0.98621          0.80201          0.60784          0.97573          0.75524          0.74101          0.69737          0.60465          0.56250          1.00000    
2_trj_equil_supLEU3-bb_63        0.07586          0.64430          0.70588          0.17961          0.79021          0.81295          0.71053          0.94419          0.95000          0.26829    
