        51      0.49   0.50  |    0.50   
        54      0.50   0.72  |    0.72   
        55      0.48   0.75  |    0.75   
        93      0.27   0.65  |    0.65   
        96      1.62   0.70  |    1.62   
        97      1.43   0.64  |    1.43   
       138      1.86   3.13  |    3.13   
       186      0.38   0.23  |    0.38   

                0.88   0.91
