0      0.79 
1      0.81 
2      0.81 
3      0.81 
4      0.83 
5      0.81 
6      0.86 
7      0.93 
8      0.91 
9      0.91 
10      1.00 
11      0.96 
12      1.04 
13      1.06 
14      0.84 
15      0.83 
16      0.71 
17      0.68 
18      0.70 
19      0.69 
20      0.69 
21      0.69 
22      0.81 
23      0.95 
24      0.96 
25      1.01 
26      1.16 
27      1.18 
28      1.28 
29      1.36 
30      1.51 
31      1.57 
32      1.68 
33      1.67 
34      1.76 
35      1.76 
36      1.76 
37      1.75 
38      1.60 
39      1.64 
40      1.66 
41      1.73 
42      1.63 
43      1.50 
44      1.45 
45      1.42 
46      1.36 
47      1.32 
48      1.31 
49      1.26 
50      1.19 
51      1.00 
52      1.04 
53      1.14 
54      1.13 
55      1.10 
56      1.20 
57      1.33 
58      1.31 
59      1.25 
60      1.09 
61      0.90 
62      0.86 
63      1.03 
64      1.14 
65      1.18 
66      1.24 
67      1.39 
68      1.59 
69      1.60 
70      1.73 
71      1.84 
72      1.86 
73      2.02 
74      2.07 
75      2.03 
76      1.98 
77      1.96 
78      1.83 
79      1.74 
80      1.76 
81      1.76 
82      1.74 
83      1.81 
84      1.78 
85      1.81 
86      1.76 
87      1.84 
88      1.96 
89      2.00 
90      2.04 
91      2.17 
92      2.23 
93      2.28 
94      2.33 
95      2.35 
96      2.38 
97      2.39 
98      2.38 
99      2.38 
