                       51          0.59740          0.76395          0.75000          0.09180          0.82515          0.90576          0.80658          0.72222          0.75758          0.64481          0.34836    
                       52          0.74026          0.73820          0.81818          0.06230          0.80368          0.85340          0.79012          0.75794          0.69697          0.75410          0.39344    
                       53          0.71429          0.73391          0.75455          0.09180          0.83436          0.92147          0.82305          0.76190          0.74026          0.78689          0.40984    
                       54          0.71429          0.74678          0.79091          0.08525          0.83742          0.89529          0.83539          0.74206          0.78788          0.70492          0.50000    
                       55          0.66234          0.78970          0.79545          0.39672          0.85890          0.82199          0.78189          0.75397          0.84416          0.76503          0.56967    
                       56          0.67532          0.76395          0.78182          0.62951          0.88650          0.83770          0.81893          0.85317          0.86580          0.70492          0.54918    
                       57          0.57143          0.69957          0.72273          0.52459          0.87423          0.84293          0.88889          0.85317          0.76190          0.62295          0.54918    
                       58          0.54545          0.67382          0.66818          0.16066          0.84969          0.79581          0.90947          0.86905          0.78355          0.57923          0.56557    
                       59          0.56494          0.60944          0.55455          0.14754          0.75460          0.74346          0.90947          0.85714          0.62338          0.73224          0.57377    
                       60          0.74675          0.66094          0.60455          0.61639          0.80368          0.71728          0.82305          0.82143          0.51948          0.77049          0.58607    
                       61          0.81818          0.67382          0.67273          0.67541          0.80368          0.59686          0.71605          0.73413          0.33333          0.87432          0.54508    
                       62          0.84416          0.64378          0.75000          0.72459          0.76380          0.58115          0.78601          0.72619          0.25108          0.90164          0.72131    
                       63          0.79221          0.63948          0.76364          0.79016          0.63190          0.56545          0.80658          0.73413          0.18182          0.91257          0.77049    
                       64          0.83117          0.57511          0.83636          0.83934          0.54294          0.60209          0.89712          0.75794          0.13420          0.89617          0.80738    
                       65          0.80519          0.55794          0.80909          0.88197          0.17791          0.56545          0.92181          0.73810          0.12987          0.85792          0.82377    
                       66          0.75325          0.58798          0.70000          0.86557          0.05521          0.71728          0.90947          0.78175          0.11255          0.85246          0.88934    
                       67          0.71429          0.57082          0.68182          0.82295          0.02147          0.79581          0.91358          0.86905          0.06926          0.89617          0.87705    
                       68          0.68182          0.57940          0.73182          0.82951          0.00307          0.79058          0.86831          0.80556          0.09524          0.89617          0.85246    
                       69          0.72078          0.54506          0.79545          0.72787          0.00000          0.81152          0.82305          0.82937          0.12121          0.80874          0.86475    
                       70          0.54545          0.60086          0.62727          0.69836          0.00000          0.91623          0.82716          0.83730          0.23377          0.74317          0.89344    
                       71          0.70130          0.55794          0.65000          0.82295          0.00000          0.87435          0.74897          0.85714          0.35931          0.73770          0.85656    
                       72          0.61039          0.59657          0.71818          0.92787          0.00000          0.85864          0.68313          0.88889          0.38095          0.74317          0.75000    
                       73          0.54545          0.60944          0.65909          0.82951          0.00000          0.86387          0.60905          0.88492          0.48052          0.66667          0.61066    
                       74          0.75974          0.63519          0.62727          0.80000          0.00000          0.89529          0.62963          0.90476          0.24242          0.72678          0.60656    
                       75          0.62987          0.69957          0.65455          0.77705          0.00000          0.92147          0.68313          0.86905          0.22511          0.74863          0.59836    
                       76          0.50000          0.78970          0.61818          0.73770          0.00307          0.97382          0.69547          0.86508          0.06926          0.83060          0.55328    
                       77          0.52597          0.78970          0.61364          0.53443          0.03988          0.93717          0.62140          0.86905          0.06061          0.89617          0.57787    
                       78          0.62987          0.77253          0.54545          0.58033          0.00920          0.97906          0.63786          0.84127          0.19048          0.84699          0.58197    
                       79          0.53896          0.67811          0.54545          0.53115          0.00307          0.94764          0.69547          0.77778          0.21212          0.79781          0.64754    
                       80          0.53896          0.66953          0.53636          0.44590          0.01227          0.84817          0.72428          0.71032          0.33333          0.72678          0.73770    
                       81          0.66234          0.70815          0.57273          0.24590          0.00307          0.81675          0.75309          0.77381          0.44156          0.78142          0.80738    
                       82          0.59740          0.79828          0.64545          0.16393          0.03067          0.78010          0.76543          0.69444          0.55411          0.77049          0.81148    
                       83          0.54545          0.79828          0.17727          0.15082          0.05215          0.74869          0.68724          0.66667          0.58009          0.77596          0.84836    
                       84          0.54545          0.79828          0.17273          0.10164          0.01840          0.72775          0.66255          0.66270          0.56710          0.79235          0.74590    
                       85          0.53896          0.82833          0.50909          0.08525          0.00307          0.80105          0.62551          0.71429          0.57576          0.74317          0.76230    
                       86          0.55844          0.83262          0.11364          0.05246          0.00920          0.81675          0.55967          0.78175          0.55844          0.80328          0.76639    
                       87          0.62987          0.78541          0.53182          0.04918          0.00000          0.81152          0.62551          0.71429          0.62771          0.79781          0.81148    
                       88          0.64286          0.79828          0.61364          0.05902          0.00000          0.78010          0.72840          0.73016          0.65368          0.80874          0.84836    
                       89          0.63636          0.87554          0.50909          0.23934          0.04601          0.74346          0.80247          0.60714          0.71861          0.84699          0.78689    
                       90          0.64935          0.88841          0.55455          0.16393          0.02147          0.74346          0.83539          0.68651          0.70130          0.77596          0.80738    
                       91          0.66883          0.81116          0.66364          0.13443          0.53988          0.66492          0.83128          0.74206          0.75325          0.70492          0.81148    
                       92          0.68831          0.73820          0.64545          0.58361          0.02454          0.67539          0.83128          0.71825          0.68831          0.66120          0.85246    
                       93          0.57143          0.75107          0.68182          0.60984          0.02761          0.68063          0.79835          0.71429          0.60173          0.61749          0.76230    
                       94          0.64286          0.69528          0.69545          0.68525          0.03681          0.73822          0.79424          0.69048          0.56710          0.66667          0.75820    
                       95          0.71429          0.81974          0.62727          0.60984          0.10736          0.72775          0.80247          0.65476          0.54545          0.67760          0.76639    
                       96          0.59091          0.85408          0.60909          0.69508          0.15031          0.69110          0.77366          0.62698          0.44156          0.63388          0.73361    
                       97          0.61039          0.82403          0.49091          0.69508          0.17485          0.71204          0.75720          0.72619          0.41126          0.65574          0.74180    
                       98          0.53896          0.84549          0.46364          0.74098          0.09816          0.69634          0.73663          0.82937          0.44589          0.72678          0.76230    
                       99          0.53247          0.80687          0.48182          0.77377          0.14417          0.76440          0.75720          0.89286          0.45887          0.74317          0.80328    
                      100          0.55195          0.71674          0.46364          0.76721          0.14110          0.78010          0.81481          0.92460          0.45887          0.77049          0.77869    
