                     LEU0        0.48052          0.50215          0.40000          0.14098          0.60736          0.08377          0.27984          0.39683          0.27273          0.13115          0.20082    
                        2          0.52597          0.54077          0.39091          0.10820          0.53374          0.10471          0.34156          0.33730          0.30736          0.16393          0.20902    
                        3          0.47403          0.55365          0.40909          0.25246          0.01227          0.10995          0.35802          0.43254          0.29004          0.15847          0.19262    
                        4          0.49351          0.66953          0.38182          0.10492          0.51227          0.13089          0.43210          0.50794          0.36797          0.19126          0.19262    
                        5          0.57792          0.63948          0.39545          0.48852          0.43865          0.16754          0.41152          0.46429          0.55844          0.07650          0.16803    
                        6          0.41558          0.60944          0.45909          0.60000          0.41411          0.24084          0.34979          0.51587          0.64502          0.03279          0.18443    
                        7          0.51299          0.56223          0.35000          0.65902          0.00000          0.29319          0.40329          0.50000          0.54978          0.03279          0.20492    
                        8          0.49351          0.57082          0.33182          0.70164          0.00000          0.25131          0.45267          0.49206          0.55844          0.10929          0.19262    
                        9          0.36364          0.52790          0.25909          0.70492          0.02454          0.20419          0.41152          0.59524          0.57576          0.13661          0.19262    
                       10          0.29221          0.59227          0.35909          0.62623          0.00000          0.25131          0.40741          0.58730          0.70563          0.07104          0.24180    
                       11          0.31169          0.61373          0.32727          0.62295          0.00000          0.27749          0.30041          0.67063          0.74892          0.18033          0.31148    
                       12          0.24675          0.66524          0.35000          0.73115          0.00000          0.28796          0.37860          0.72222          0.70563          0.19126          0.33607    
                       13          0.32468          0.65665          0.42727          0.71148          0.00000          0.29843          0.55144          0.65873          0.63203          0.24044          0.34426    
                       14          0.48052          0.63948          0.41364          0.69180          0.00000          0.25654          0.58848          0.59127          0.59307          0.26230          0.36066    
                       15          0.43506          0.65236          0.39091          0.43934          0.00000          0.27749          0.70370          0.65476          0.53680          0.16393          0.39344    
                       16          0.31818          0.65665          0.39545          0.66885          0.00000          0.29319          0.60082          0.68651          0.51515          0.18579          0.38525    
                       17          0.31818          0.60515          0.37273          0.72459          0.00000          0.34031          0.60905          0.74603          0.49784          0.23497          0.31967    
                       18          0.44156          0.59657          0.46364          0.80984          0.02147          0.32984          0.54733          0.72222          0.48485          0.19126          0.31148    
                       19          0.31169          0.60086          0.48636          0.71475          0.61963          0.30366          0.55967          0.66270          0.50216          0.21858          0.27869    
                       20          0.24026          0.58798          0.50909          0.09180          0.62577          0.27225          0.59671          0.65476          0.50649          0.26776          0.26230    
                       21          0.35714          0.51931          0.48182          0.07541          0.00000          0.26178          0.64198          0.52381          0.59307          0.32787          0.27459    
                       22          0.52597          0.49785          0.59545          0.06557          0.00307          0.25131          0.61317          0.49206          0.57143          0.29508          0.34836    
                       23          0.58442          0.52361          0.71818          0.02623          0.00307          0.21990          0.64609          0.58333          0.57576          0.33333          0.31967    
                       24          0.55844          0.45494          0.56818          0.03279          0.53681          0.28272          0.55556          0.69841          0.59307          0.28415          0.24180    
                       25          0.68831          0.48498          0.55455          0.58033          0.53067          0.31937          0.49383          0.65873          0.59740          0.18579          0.15984    
                       26          0.62338          0.45064          0.67727          0.65574          0.58282          0.37173          0.46091          0.68651          0.54978          0.24044          0.19262    
                       27          0.70130          0.44635          0.67273          0.74754          0.61043          0.43979          0.46502          0.63889          0.56710          0.14208          0.18443    
                       28          0.40909          0.49785          0.60909          0.73443          0.54601          0.36126          0.48971          0.57143          0.62771          0.24590          0.15164    
                       29          0.66234          0.54936          0.54545          0.71803          0.61656          0.37173          0.57202          0.35714          0.63636          0.21858          0.11475    
                       30          0.35065          0.59227          0.48182          0.80328          0.70552          0.37173          0.42387          0.41667          0.64935          0.21311          0.19672    
                       31          0.41558          0.55794          0.54091          0.80000          0.67791          0.42932          0.51852          0.62698          0.54978          0.25137          0.34426    
                       32          0.32468          0.50644          0.52727          0.77377          0.60736          0.43455          0.50617          0.75000          0.61039          0.32787          0.44262    
                       33          0.22727          0.54506          0.50909          0.73115          0.71166          0.50262          0.52675          0.70635          0.59307          0.35519          0.41393    
                       34          0.31818          0.48498          0.55455          0.68197          0.72393          0.47644          0.56379          0.72619          0.58442          0.34973          0.34426    
                       35          0.46753          0.43348          0.49091          0.66230          0.75460          0.51832          0.48560          0.74603          0.55411          0.32787          0.30328    
                       36          0.56494          0.47210          0.48182          0.60000          0.81595          0.50785          0.56379          0.59127          0.55411          0.37705          0.21721    
                       37          0.75974          0.48927          0.47727          0.62295          0.88650          0.43455          0.57202          0.38095          0.55844          0.42077          0.13115    
                       38          0.60390          0.55365          0.47273          0.60656          0.94785          0.39791          0.40329          0.25000          0.68831          0.55738          0.12705    
                       39          0.51299          0.59657          0.53636          0.63279          0.94172          0.39791          0.53086          0.23016          0.74892          0.55738          0.08607    
                       40          0.66883          0.59227          0.72273          0.69180          0.93865          0.40838          0.65844          0.19841          0.74892          0.54098          0.17213    
                       41          0.74675          0.60944          0.76818          0.72459          0.86810          0.44503          0.72428          0.22222          0.76190          0.53552          0.31148    
                       42          0.67532          0.55365          0.79091          0.68852          0.82822          0.46597          0.67078          0.30952          0.77489          0.48634          0.32787    
                       43          0.38312          0.55365          0.82273          0.67213          0.84356          0.50785          0.62551          0.26190          0.77056          0.49727          0.31148    
                       44          0.50649          0.48498          0.85000          0.58361          0.77607          0.48691          0.58848          0.32540          0.75325          0.63388          0.30738    
                       45          0.48052          0.51931          0.82727          0.58689          0.85583          0.61780          0.57202          0.34127          0.80087          0.61202          0.34836    
                       46          0.46753          0.61373          0.77273          0.39016          0.90184          0.63351          0.53498          0.42063          0.80087          0.63934          0.29918    
                       47          0.59740          0.72532          0.75455          0.14426          0.94479          0.76963          0.54321          0.59524          0.80952          0.48634          0.20082    
                       48          0.36364          0.73820          0.68636          0.13115          0.96933          0.79581          0.67490          0.60317          0.87879          0.67760          0.26639    
                       49          0.64935          0.79828          0.76818          0.13115          0.94785          0.86387          0.80247          0.61508          0.87013          0.66120          0.35246    
                       50          0.68182          0.77253          0.70000          0.15082          0.86196          0.86387          0.80658          0.70635          0.83983          0.57377          0.37295    
