                     LEU0        0.78960          0.74643          0.93514          0.51090          0.67729    
                        2          0.74468          0.74643          0.90811          0.52648          0.65737    
                        3          0.70449          0.77500          0.87568          0.58567          0.62948    
                        4          0.73995          0.76429          0.89189          0.59190          0.64143    
                        5          0.70213          0.74286          0.83243          0.60748          0.47809    
                        6          0.72104          0.76071          0.86486          0.60748          0.50598    
                        7          0.66430          0.76786          0.92432          0.55140          0.57371    
                        8          0.65721          0.80000          0.96757          0.60436          0.55378    
                        9          0.59574          0.81429          0.88108          0.69159          0.45020    
                       10          0.64303          0.70000          0.72973          0.71651          0.36255    
                       11          0.65248          0.71429          0.55676          0.69782          0.29880    
                       12          0.58629          0.64286          0.42703          0.73209          0.25498    
                       13          0.64066          0.57500          0.34595          0.71028          0.28685    
                       14          0.57683          0.51429          0.35135          0.61682          0.22709    
                       15          0.61466          0.56786          0.26486          0.64486          0.25100    
                       16          0.62175          0.63214          0.23243          0.69159          0.25100    
                       17          0.60047          0.65357          0.37838          0.65732          0.26693    
                       18          0.59574          0.65357          0.25946          0.62928          0.29880    
                       19          0.59102          0.65714          0.35135          0.63863          0.39442    
                       20          0.57683          0.67857          0.37838          0.64486          0.44622    
                       21          0.56501          0.70357          0.46486          0.58255          0.39044    
                       22          0.52955          0.66786          0.37297          0.60436          0.40239    
                       23          0.54137          0.55714          0.31351          0.61371          0.37052    
                       24          0.60520          0.56429          0.34595          0.66355          0.39044    
                       25          0.53191          0.51429          0.37838          0.65732          0.35857    
                       26          0.57447          0.58571          0.43784          0.57321          0.39442    
                       27          0.59574          0.59286          0.36216          0.51402          0.38247    
                       28          0.57683          0.56786          0.35135          0.41745          0.35458    
                       29          0.60993          0.63571          0.27568          0.39875          0.35857    
                       30          0.56501          0.61071          0.24324          0.36449          0.31474    
                       31          0.51300          0.48214          0.30270          0.34891          0.31873    
                       32          0.57447          0.47500          0.32973          0.36137          0.25896    
                       33          0.54374          0.38214          0.42703          0.35514          0.35458    
                       34          0.50355          0.46071          0.35135          0.28349          0.35060    
                       35          0.44208          0.45000          0.31351          0.28349          0.40637    
                       36          0.43972          0.45000          0.46486          0.34579          0.40239    
                       37          0.51773          0.52143          0.51892          0.38006          0.42231    
                       38          0.50118          0.63214          0.39459          0.45483          0.43426    
                       39          0.43972          0.67857          0.30811          0.47975          0.45418    
                       40          0.42080          0.68571          0.28108          0.48910          0.49801    
                       41          0.42317          0.75714          0.31351          0.45794          0.41434    
                       42          0.41608          0.77857          0.34595          0.35202          0.43028    
                       43          0.44917          0.77500          0.47568          0.34579          0.53785    
                       44          0.47518          0.82143          0.55135          0.37383          0.52191    
                       45          0.46572          0.78571          0.48108          0.53894          0.51793    
                       46          0.44681          0.80714          0.40000          0.54517          0.52590    
                       47          0.43735          0.77500          0.26486          0.54206          0.48606    
                       48          0.42317          0.79286          0.22162          0.60125          0.40239    
                       49          0.40189          0.75714          0.17297          0.67913          0.36255    
                       50          0.37352          0.76071          0.01622          0.72897          0.35857    
                       51          0.34043          0.71429          0.01622          0.73520          0.33466    
                       52          0.34988          0.74643          0.06486          0.76947          0.35458    
                       53          0.27187          0.73214          0.04865          0.77882          0.31873    
                       54          0.23404          0.66786          0.11351          0.78505          0.30279    
                       55          0.14421          0.62143          0.09189          0.70717          0.25498    
                       56          0.14421          0.58214          0.03243          0.64798          0.28685    
                       57          0.26714          0.57143          0.10270          0.60436          0.26295    
                       58          0.25768          0.52857          0.01622          0.63863          0.17928    
                       59          0.25768          0.42500          0.04865          0.62617          0.20717    
                       60          0.18203          0.37143          0.10270          0.51402          0.21514    
                       61          0.21749          0.34643          0.20541          0.27726          0.24303    
                       62          0.08274          0.20000          0.11892          0.32399          0.19124    
                       63          0.05437          0.07143          0.10811          0.32399          0.08367    
                       64          0.08274          0.07857          0.14054          0.27414          0.09562    
                       65          0.14184          0.07143          0.17838          0.27726          0.22709    
                       66          0.19622          0.12857          0.13514          0.24922          0.29880    
                       67          0.24113          0.11786          0.18378          0.20561          0.29482    
                       68          0.22931          0.28214          0.22703          0.21495          0.31474    
                       69          0.12293          0.33214          0.31351          0.15576          0.21514    
                       70          0.06619          0.39286          0.31351          0.08723          0.17131    
                       71          0.23641          0.48571          0.28108          0.19938          0.21116    
                       72          0.25059          0.47500          0.29730          0.17445          0.19124    
                       73          0.20095          0.44286          0.20000          0.16199          0.18725    
                       74          0.21277          0.43571          0.30811          0.18069          0.23506    
                       75          0.22222          0.46071          0.18378          0.19003          0.26295    
                       76          0.24350          0.45357          0.21081          0.26168          0.27490    
                       77          0.22222          0.43571          0.08649          0.33022          0.32669    
                       78          0.24586          0.44643          0.24865          0.30530          0.31474    
                       79          0.26714          0.55357          0.24865          0.30530          0.36653    
                       80          0.19622          0.50000          0.15676          0.29907          0.39044    
