                     LEU0        0.40458          0.57216          0.41584          0.20000          0.47143          0.73214    
                        2          0.54198          0.58247          0.43564          0.24500          0.40000          0.73214    
                        3          0.54962          0.59278          0.48020          0.31000          0.55714          0.64286    
                        4          0.64122          0.73711          0.47525          0.43500          0.38095          0.69643    
                        5          0.55725          0.78351          0.42574          0.45500          0.75238          0.76786    
                        6          0.45802          0.79381          0.48020          0.58500          0.80000          0.53571    
                        7          0.51908          0.77320          0.39109          0.62500          0.80000          0.71429    
                        8          0.57252          0.80412          0.36634          0.61500          0.81429          0.66071    
                        9          0.61832          0.76804          0.32673          0.63000          0.82857          0.62500    
                       10          0.61832          0.86598          0.41089          0.69000          0.83333          0.48214    
                       11          0.54962          0.87629          0.45545          0.74500          0.79048          0.57143    
                       12          0.61069          0.85567          0.47525          0.76500          0.89524          0.44643    
                       13          0.78626          0.84021          0.48020          0.73000          0.92857          0.50000    
                       14          0.82443          0.85052          0.50990          0.73500          0.86667          0.69643    
                       15          0.90840          0.87113          0.48515          0.77500          0.77619          0.58929    
                       16          0.80153          0.82990          0.53465          0.77500          0.91429          0.48214    
                       17          0.83969          0.77320          0.48515          0.81500          0.93810          0.50000    
                       18          0.77863          0.72165          0.53960          0.78500          0.95714          0.57143    
                       19          0.74046          0.72680          0.51485          0.76000          0.94762          0.37500    
                       20          0.74046          0.73196          0.58416          0.72500          0.45238          0.25000    
                       21          0.80916          0.76289          0.62376          0.60500          0.41905          0.57143    
                       22          0.83969          0.71134          0.69802          0.61500          0.33810          0.76786    
                       23          0.87023          0.71134          0.76238          0.63500          0.38095          0.82143    
                       24          0.77863          0.70619          0.66337          0.72500          0.40000          0.89286    
                       25          0.66412          0.63918          0.59901          0.73500          0.89048          0.91071    
                       26          0.67176          0.65464          0.70297          0.81000          0.93810          0.89286    
                       27          0.64122          0.67526          0.63366          0.83500          0.92857          0.96429    
                       28          0.67939          0.75773          0.59901          0.83000          0.83333          0.48214    
                       29          0.72519          0.77320          0.56931          0.75500          0.70000          0.75000    
                       30          0.52672          0.76804          0.59406          0.81000          0.71429          0.51786    
                       31          0.66412          0.72165          0.71287          0.87500          0.85714          0.73214    
                       32          0.67939          0.70103          0.74257          0.86500          0.95714          0.42857    
                       33          0.69466          0.77320          0.69307          0.81500          0.94286          0.23214    
                       34          0.69466          0.72680          0.72277          0.81000          0.90476          0.37500    
                       35          0.64885          0.65464          0.73267          0.87500          0.90952          0.50000    
                       36          0.74809          0.68557          0.74752          0.81000          0.90000          0.75000    
                       37          0.76336          0.69588          0.64851          0.66500          0.84762          0.94643    
                       38          0.58779          0.75773          0.73762          0.58500          0.72381          0.73214    
                       39          0.70229          0.81959          0.70297          0.60500          0.67619          0.60714    
                       40          0.90840          0.86082          0.83168          0.56000          0.65238          0.89286    
                       41          0.92366          0.88660          0.85644          0.62000          0.65238          0.94643    
                       42          0.85496          0.82474          0.82178          0.72500          0.63810          0.89286    
                       43          0.78626          0.80412          0.86139          0.65000          0.65714          0.39286    
                       44          0.76336          0.77320          0.92574          0.59500          0.64286          0.57143    
                       45          0.69466          0.77320          0.91089          0.58500          0.64286          0.57143    
                       46          0.66412          0.85567          0.85644          0.54500          0.56667          0.53571    
                       47          0.76336          0.94845          0.77228          0.74500          0.48571          0.80357    
                       48          0.82443          0.93299          0.85644          0.80000          0.44286          0.57143    
                       49          0.92366          0.95361          0.90594          0.83000          0.47619          0.91071    
                       50          0.94656          0.93299          0.91089          0.94000          0.49524          0.96429    
                       51          0.96947          0.97423          0.86634          0.97000          0.43333          0.85714    
                       52          0.96183          0.96907          0.95050          0.94000          0.40000          0.94643    
                       53          0.95420          0.95876          0.96535          0.96500          0.42857          0.94643    
                       54          0.93130          0.96392          0.97030          0.99000          0.40476          0.94643    
                       55          0.94656          0.97938          0.96535          0.95500          0.76667          0.92857    
                       56          0.96183          0.97423          0.95050          0.94500          0.93333          0.98214    
                       57          0.98473          0.95361          0.94554          0.93500          0.85714          0.80357    
                       58          0.98473          0.93299          0.92079          0.92000          0.54762          0.89286    
                       59          1.00000          0.89175          0.90099          0.89000          0.52381          0.94643    
                       60          0.94656          0.90206          0.92574          0.89500          0.91429          0.94643    
                       61          0.90840          0.80412          0.90099          0.88000          0.90000          1.00000    
                       62          0.96183          0.73196          0.97525          0.84000          0.91905          0.96429    
                       63          0.95420          0.64433          0.97525          0.81500          0.92857          0.94643    
                       64          0.98473          0.55670          0.97525          0.78500          0.93810          1.00000    
                       65          1.00000          0.48454          0.98020          0.77500          0.93333          1.00000    
                       66          0.97710          0.47423          0.96535          0.87000          0.95238          0.94643    
                       67          0.99237          0.45361          0.97525          0.90000          0.93810          0.94643    
                       68          0.97710          0.51546          0.98515          0.89500          0.94762          0.94643    
                       69          0.96183          0.55155          0.93564          0.91500          0.94762          0.94643    
                       70          0.96183          0.66495          0.85149          0.95000          0.91905          0.69643    
                       71          0.88550          0.79897          0.88119          0.95000          0.97619          0.92857    
                       72          0.86260          0.77835          0.92079          0.96000          0.99048          0.80357    
                       73          0.77099          0.72680          0.87129          0.97500          0.95238          0.83929    
                       74          0.86260          0.58763          0.88614          0.96000          0.94286          0.92857    
                       75          0.91603          0.56186          0.94554          0.96500          0.91905          0.82143    
                       76          0.94656          0.53608          0.96040          0.97000          0.92381          0.78571    
                       77          0.92366          0.58763          0.93564          0.97000          0.81429          0.85714    
                       78          0.90076          0.67010          0.94059          0.97000          0.84286          0.83929    
                       79          0.89313          0.64948          0.94059          0.95000          0.81905          0.75000    
