                     LEU2        0.67713          0.52727    
                        2          0.76233          0.60606    
                        3          0.79821          0.70909    
                        4          0.81166          0.86667    
                        5          0.70404          0.83030    
                        6          0.78027          0.84242    
                        7          0.81166          0.80606    
                        8          0.87892          0.77576    
                        9          0.92825          0.80000    
                       10          0.90583          0.75152    
                       11          0.82063          0.86061    
                       12          0.72646          0.82424    
                       13          0.61435          0.85455    
                       14          0.60538          0.83030    
                       15          0.68610          0.89091    
                       16          0.65471          0.89091    
                       17          0.71300          0.83636    
                       18          0.74439          0.85455    
                       19          0.77578          0.84242    
                       20          0.87444          0.81212    
                       21          0.94170          0.79394    
                       22          0.95964          0.78788    
                       23          0.92825          0.86061    
                       24          0.90135          0.83030    
                       25          0.88341          0.84848    
                       26          0.88341          0.89697    
                       27          0.89238          0.84848    
                       28          0.96861          0.86667    
                       29          0.88789          0.90909    
                       30          0.93274          0.89091    
                       31          0.91928          0.85455    
                       32          0.95964          0.91515    
                       33          0.94170          0.92121    
                       34          0.92825          0.87879    
                       35          0.90583          0.86061    
                       36          0.90583          0.83636    
                       37          0.78924          0.81818    
                       38          0.83857          0.76364    
                       39          0.88789          0.58788    
                       40          0.80717          0.63030    
                       41          0.79372          0.54545    
                       42          0.92377          0.57576    
                       43          0.95516          0.65455    
                       44          0.95964          0.64242    
                       45          0.96861          0.78788    
                       46          0.96413          0.85455    
                       47          0.90135          0.90303    
                       48          0.97758          0.89697    
                       49          0.93274          0.87273    
                       50          0.90135          0.93333    
                       51          0.92377          0.93939    
                       52          0.94619          0.93333    
                       53          0.93274          0.93333    
                       54          0.90583          0.95152    
                       55          0.81614          0.95152    
                       56          0.74888          0.93939    
                       57          0.74888          0.92727    
                       58          0.79372          0.93939    
                       59          0.79372          0.90909    
                       60          0.91031          0.83636    
                       61          0.89686          0.80000    
                       62          0.94170          0.78182    
                       63          0.93274          0.69697    
                       64          0.93722          0.63030    
                       65          0.89238          0.61818    
                       66          0.93274          0.60000    
                       67          0.82063          0.50909    
                       68          0.86099          0.51515    
                       69          0.82960          0.61818    
                       70          0.85202          0.64242    
                       71          0.87892          0.61212    
                       72          0.84753          0.70303    
                       73          0.82960          0.80606    
                       74          0.94170          0.90303    
                       75          0.95067          0.91515    
                       76          0.89686          0.86061    
                       77          0.85650          0.87273    
                       78          0.95964          0.87273    
                       79          0.89238          0.80606    
                       80          0.87892          0.84242    
                       81          0.88341          0.90303    
                       82          0.88789          0.93333    
                       83          0.86099          0.90303    
                       84          0.81166          0.93939    
                       85          0.85202          0.93939    
                       86          0.94170          0.93939    
                       87          0.97758          0.91515    
                       88          0.98655          0.89091    
                       89          0.93274          0.90303    
                       90          0.95067          0.90909    
                       91          0.92825          0.91515    
                       92          0.82960          0.93939    
                       93          0.82960          0.87879    
                       94          0.84305          0.89091    
                       95          0.84305          0.84848    
                       96          0.78475          0.73333    
                       97          0.79372          0.65455    
                       98          0.89238          0.76364    
                       99          0.88341          0.84848    
                      100          0.82063          0.85455    
