1_trj_equil_supLEU0-bb_31        0.00000          0.59216          0.56416          0.00325          0.33125          0.52713          0.29333          0.65534          0.07937          0.02755          0.11111          0.86076    
2_trj_equil_supLEU1-bb_99        1.00000          0.84706          0.69027          1.00000          0.94688          0.59302          0.98667          0.74757          0.97143          1.00000          0.99383          0.59494    
