1_trj_equil_supLEU0-bb_31        0.86709          0.84277          0.60784          0.62810          1.00000          0.10204    
2_trj_equil_supLEU1-bb_99        0.96203          0.94340          1.00000          0.96694          0.84615          1.00000    
