# unsquashLR - drugLR - unsquashCNN - drugCNN - volume - exposure - pos-charge - neg-charge - h-donor- h-acceptor - hydrophob - aromatic - metal
0    3.359e+00    9.664e-01    4.843e+00    9.993e-01    1.924e-01   -4.509e-01   -7.107e-01   -6.485e-02   -9.700e-01   -4.137e-01   -1.309e-01   -4.504e-01   -4.863e-01
1    4.252e+00    9.860e-01    5.931e+00    9.999e-01    7.476e-01   -4.002e-01   -8.391e-01   -7.508e-01   -8.602e-01   -7.509e-01    2.114e-01   -6.410e-02   -4.863e-01
2    4.319e+00    9.869e-01    6.332e+00    9.999e-01    8.752e-01   -5.026e-01   -7.806e-01   -3.245e-01   -1.068e+00   -4.337e-01    1.119e-01   -2.768e-01   -4.863e-01
3    4.697e+00    9.910e-01    6.813e+00    1.000e+00    8.376e-01   -2.233e-01   -8.158e-01   -3.461e-01   -1.294e+00   -7.021e-01    3.637e-01   -1.223e-01   -4.863e-01
4    4.982e+00    9.932e-01    7.027e+00    1.000e+00    8.743e-01   -1.720e-01   -8.282e-01   -5.048e-01   -1.415e+00   -1.048e+00    2.616e-01   -2.387e-01   -4.863e-01
5    5.332e+00    9.952e-01    8.017e+00    1.000e+00    9.574e-01   -2.727e-01   -9.079e-01   -5.123e-01   -1.440e+00   -1.087e+00    4.090e-01   -2.928e-01   -4.863e-01
6    5.059e+00    9.937e-01    7.707e+00    1.000e+00    1.064e+00   -2.411e-01   -8.362e-01   -5.100e-01   -1.336e+00   -9.737e-01    2.060e-01   -3.622e-01   -4.863e-01
7    5.202e+00    9.945e-01    7.619e+00    1.000e+00    1.085e+00   -4.180e-01   -8.083e-01   -6.226e-01   -1.414e+00   -1.028e+00    1.231e-01   -3.911e-01   -4.863e-01
8    5.107e+00    9.940e-01    7.541e+00    1.000e+00    1.153e+00   -2.176e-01   -8.188e-01   -5.527e-01   -1.539e+00   -9.271e-01   -3.529e-02   -4.883e-01   -4.863e-01
9    5.541e+00    9.961e-01    8.008e+00    1.000e+00    1.174e+00   -3.011e-01   -9.004e-01   -5.056e-01   -1.641e+00   -1.107e+00    1.234e-01   -4.589e-01   -4.863e-01
10    5.811e+00    9.970e-01    9.408e+00    1.000e+00    1.363e+00   -4.394e-01   -1.063e+00   -4.248e-01   -1.718e+00   -4.806e-01    5.168e-01   -1.144e-01   -4.863e-01
11    5.598e+00    9.963e-01    8.761e+00    1.000e+00    1.381e+00   -5.196e-01   -9.742e-01   -4.356e-01   -1.495e+00   -5.209e-01    4.663e-01   -1.057e-01   -4.863e-01
12    5.425e+00    9.956e-01    8.181e+00    1.000e+00    1.272e+00   -7.425e-01   -8.497e-01   -5.142e-01   -1.265e+00   -6.494e-01    4.621e-01   -1.964e-01   -4.863e-01
13    5.070e+00    9.938e-01    7.264e+00    1.000e+00    1.236e+00   -5.193e-01   -8.348e-01   -2.879e-01   -1.445e+00   -4.800e-01    1.102e-01   -3.551e-01   -4.863e-01
14    4.959e+00    9.930e-01    7.464e+00    1.000e+00    1.163e+00   -3.297e-01   -8.550e-01   -3.577e-01   -1.611e+00   -5.449e-01   -1.077e-01   -4.610e-01   -4.863e-01
15    4.852e+00    9.923e-01    6.627e+00    9.999e-01    1.040e+00   -3.362e-01   -8.834e-01   -4.847e-01   -1.639e+00   -5.065e-01   -1.033e-01   -3.198e-01   -4.863e-01
16    4.279e+00    9.863e-01    5.943e+00    9.999e-01    1.056e+00    1.349e-01   -7.486e-01   -5.489e-01   -1.429e+00   -6.635e-01   -2.977e-01   -2.415e-01   -4.863e-01
17    4.126e+00    9.841e-01    5.033e+00    9.994e-01    1.027e+00    2.822e-01   -7.527e-01   -5.014e-01   -1.117e+00   -1.130e+00   -3.944e-01   -3.313e-01   -4.863e-01
18    4.280e+00    9.863e-01    4.969e+00    9.994e-01    1.115e+00    2.629e-01   -7.570e-01   -5.861e-01   -1.074e+00   -1.308e+00   -3.990e-01   -2.617e-01   -4.863e-01
19    4.416e+00    9.881e-01    5.833e+00    9.998e-01    1.352e+00    6.774e-01   -6.425e-01   -5.307e-01   -1.135e+00   -1.243e+00   -1.307e-01   -2.366e-01   -4.863e-01
20    4.832e+00    9.921e-01    6.863e+00    1.000e+00    1.317e+00    4.739e-01   -7.463e-01   -5.725e-01   -1.330e+00   -1.269e+00   -2.643e-02   -2.404e-01   -4.863e-01
21    4.981e+00    9.932e-01    7.703e+00    1.000e+00    1.528e+00    4.101e-01   -8.286e-01   -5.013e-01   -1.271e+00   -1.053e+00    3.821e-02   -2.963e-01   -4.863e-01
22    5.119e+00    9.941e-01    7.964e+00    1.000e+00    1.355e+00    7.367e-01   -8.718e-01   -5.722e-01   -1.500e+00   -1.279e+00    1.822e-01   -1.946e-01   -4.863e-01
23    5.057e+00    9.937e-01    7.636e+00    1.000e+00    1.520e+00    6.072e-01   -9.117e-01   -6.914e-01   -1.346e+00   -1.106e+00    8.071e-02   -2.646e-01   -4.863e-01
24    4.916e+00    9.927e-01    7.426e+00    1.000e+00    1.597e+00    7.066e-01   -9.806e-01   -5.421e-01   -1.268e+00   -1.119e+00   -1.127e-01   -3.431e-01   -4.863e-01
25    5.136e+00    9.942e-01    7.681e+00    1.000e+00    1.690e+00    5.524e-01   -1.088e+00   -4.304e-01   -1.317e+00   -1.082e+00   -1.435e-01   -2.903e-01   -4.863e-01
26    5.216e+00    9.946e-01    7.800e+00    1.000e+00    1.554e+00    5.286e-01   -1.097e+00   -4.668e-01   -1.343e+00   -1.334e+00   -1.801e-01   -4.737e-01   -4.863e-01
27    5.211e+00    9.946e-01    7.678e+00    1.000e+00    1.507e+00    8.784e-01   -9.630e-01   -5.455e-01   -1.407e+00   -1.489e+00    1.533e-02   -4.969e-01   -4.863e-01
