#  volume - exposure - pos-charge - neg-charge - h-donor- h-acceptor - hydrophob - aromatic - metal
0    4.953e+02    8.648e+00    1.199e+01    3.138e+01    7.953e+01    9.694e+01    8.080e+01    2.165e+01    0.000e+00
1    5.952e+02    8.870e+00    1.159e+01    2.384e+01    9.968e+01    1.088e+02    1.036e+02    3.449e+01    0.000e+00
2    6.181e+02    8.422e+00    1.337e+01    3.371e+01    9.543e+01    1.205e+02    1.056e+02    3.097e+01    0.000e+00
3    6.114e+02    9.642e+00    1.243e+01    3.289e+01    8.568e+01    1.129e+02    1.094e+02    3.411e+01    0.000e+00
4    6.179e+02    9.866e+00    1.228e+01    2.991e+01    8.187e+01    1.059e+02    1.086e+02    3.183e+01    0.000e+00
5    6.329e+02    9.426e+00    1.072e+01    3.048e+01    8.286e+01    1.075e+02    1.142e+02    3.134e+01    0.000e+00
6    6.521e+02    9.564e+00    1.277e+01    3.145e+01    8.965e+01    1.136e+02    1.134e+02    3.063e+01    0.000e+00
7    6.559e+02    8.792e+00    1.352e+01    2.912e+01    8.693e+01    1.129e+02    1.123e+02    3.010e+01    0.000e+00
8    6.681e+02    9.667e+00    1.351e+01    3.126e+01    8.331e+01    1.176e+02    1.110e+02    2.828e+01    0.000e+00
9    6.719e+02    9.302e+00    1.157e+01    3.251e+01    7.945e+01    1.136e+02    1.151e+02    2.916e+01    0.000e+00
10    7.059e+02    8.698e+00    7.927e+00    3.609e+01    8.005e+01    1.363e+02    1.298e+02    3.960e+01    0.000e+00
11    7.091e+02    8.348e+00    1.028e+01    3.599e+01    9.037e+01    1.358e+02    1.292e+02    4.000e+01    0.000e+00
12    6.895e+02    7.375e+00    1.316e+01    3.316e+01    9.789e+01    1.287e+02    1.256e+02    3.659e+01    0.000e+00
13    6.831e+02    8.350e+00    1.341e+01    3.810e+01    8.923e+01    1.319e+02    1.167e+02    3.226e+01    0.000e+00
14    6.699e+02    9.177e+00    1.265e+01    3.578e+01    8.047e+01    1.277e+02    1.098e+02    2.902e+01    0.000e+00
15    6.477e+02    9.149e+00    1.155e+01    3.179e+01    7.666e+01    1.244e+02    1.062e+02    3.143e+01    0.000e+00
16    6.507e+02    1.121e+01    1.484e+01    3.052e+01    8.566e+01    1.211e+02    1.027e+02    3.345e+01    0.000e+00
17    6.454e+02    1.185e+01    1.462e+01    3.131e+01    9.764e+01    1.085e+02    9.983e+01    3.104e+01    0.000e+00
18    6.612e+02    1.176e+01    1.488e+01    3.018e+01    1.018e+02    1.067e+02    1.022e+02    3.350e+01    0.000e+00
19    7.039e+02    1.357e+01    1.881e+01    3.346e+01    1.057e+02    1.153e+02    1.148e+02    3.632e+01    0.000e+00
20    6.975e+02    1.269e+01    1.597e+01    3.216e+01    9.617e+01    1.136e+02    1.161e+02    3.589e+01    0.000e+00
21    7.356e+02    1.241e+01    1.461e+01    3.569e+01    1.042e+02    1.259e+02    1.240e+02    3.633e+01    0.000e+00
22    7.044e+02    1.383e+01    1.287e+01    3.249e+01    8.958e+01    1.144e+02    1.220e+02    3.744e+01    0.000e+00
23    7.342e+02    1.327e+01    1.233e+01    3.089e+01    1.005e+02    1.241e+02    1.247e+02    3.712e+01    0.000e+00
24    7.479e+02    1.370e+01    1.066e+01    3.526e+01    1.060e+02    1.261e+02    1.224e+02    3.565e+01    0.000e+00
25    7.646e+02    1.303e+01    7.881e+00    3.894e+01    1.060e+02    1.300e+02    1.244e+02    3.793e+01    0.000e+00
26    7.402e+02    1.292e+01    7.376e+00    3.679e+01    1.014e+02    1.187e+02    1.196e+02    3.173e+01    0.000e+00
27    7.317e+02    1.445e+01    1.091e+01    3.441e+01    9.733e+01    1.129e+02    1.228e+02    3.073e+01    0.000e+00
28    7.582e+02    1.454e+01    1.367e+01    3.664e+01    1.052e+02    1.203e+02    1.253e+02    3.151e+01    0.000e+00
29    7.575e+02    1.242e+01    1.497e+01    3.135e+01    1.172e+02    1.211e+02    1.236e+02    2.946e+01    0.000e+00
30    7.493e+02    1.441e+01    1.444e+01    2.996e+01    1.012e+02    1.146e+02    1.242e+02    3.041e+01    0.000e+00
31    7.231e+02    1.363e+01    8.793e+00    2.468e+01    9.592e+01    1.128e+02    1.240e+02    3.357e+01    0.000e+00
32    7.262e+02    1.392e+01    4.507e+00    2.546e+01    9.294e+01    1.163e+02    1.195e+02    3.488e+01    0.000e+00
33    7.480e+02    1.254e+01    3.328e+00    2.558e+01    9.285e+01    1.200e+02    1.279e+02    3.650e+01    0.000e+00
34    7.238e+02    1.134e+01    3.655e+00    2.084e+01    8.746e+01    1.160e+02    1.256e+02    3.837e+01    0.000e+00
35    6.959e+02    1.301e+01    2.900e+00    1.981e+01    9.162e+01    1.117e+02    1.195e+02    4.100e+01    0.000e+00
36    7.112e+02    1.083e+01    8.160e+00    2.148e+01    9.325e+01    1.120e+02    1.285e+02    4.046e+01    0.000e+00
37    6.904e+02    1.168e+01    6.356e+00    2.104e+01    8.737e+01    1.095e+02    1.240e+02    3.990e+01    0.000e+00
38    6.866e+02    1.069e+01    4.690e+00    2.541e+01    9.015e+01    1.185e+02    1.200e+02    3.769e+01    0.000e+00
