                       17          0.65934          0.35849          0.43005          0.72121          0.45361          0.63725          0.39881          0.86154          0.59363          0.71014          0.44203          0.52632          0.68354          0.56561          0.62238          0.66667    
                       18          0.63736          0.25943          0.78756          0.84242          0.55155          0.63725          0.48810          0.66154          0.66135          0.48792          0.39855          0.54605          0.86076          0.43439          0.51049          0.42857    
                       19          0.90110          0.26887          0.86010          0.86061          0.64433          0.60784          0.60714          0.62308          0.63745          0.41063          0.38406          0.31579          0.82911          0.55204          0.48951          0.54762    
                       20          0.92308          0.42925          0.84456          0.79394          0.61340          0.60784          0.60714          0.72308          0.57371          0.40097          0.37681          0.35526          0.85443          0.59729          0.65734          0.61905    
                       21          0.91209          0.44811          0.80829          0.80000          0.15464          0.50980          0.75595          0.81538          0.50598          0.47343          0.49275          0.36184          0.75316          0.77376          0.63636          0.54762    
                       22          0.89011          0.35849          0.61140          0.78788          0.09278          0.48039          0.85119          0.60769          0.58964          0.51208          0.47101          0.30263          0.72152          0.80543          0.71329          0.69048    
                       23          0.71429          0.59906          0.57513          0.68485          0.22680          0.38235          0.82738          0.60769          0.61355          0.52657          0.48551          0.34868          0.65823          0.77828          0.74126          0.30952    
                       24          0.68132          0.70755          0.06218          0.72121          0.18557          0.40196          0.67857          0.53846          0.38247          0.63768          0.36957          0.65132          0.45570          0.80995          0.57343          0.47619    
                       25          0.06593          0.75000          0.07254          0.73333          0.13918          0.33333          0.61905          0.61538          0.41833          0.73430          0.53623          0.72368          0.55696          0.69231          0.56294          0.33333    
                       26          0.06593          0.56132          0.66839          0.57576          0.12371          0.23529          0.57738          0.70769          0.56972          0.49275          0.54348          0.31579          0.53165          0.58371          0.54196          0.35714    
                       27          0.68132          0.52830          0.78756          0.52121          0.10825          0.19608          0.69048          0.65385          0.64143          0.42995          0.55072          0.25000          0.43038          0.61086          0.42308          0.42857    
                       28          0.06593          0.25472          0.80311          0.49091          0.06701          0.23529          0.66071          0.53846          0.70518          0.42029          0.59420          0.03947          0.29747          0.61991          0.40909          0.38095    
                       29          0.06593          0.45755          0.78756          0.68485          0.35567          0.28431          0.54762          0.63846          0.62151          0.48309          0.60870          0.09211          0.29114          0.63801          0.46503          0.30952    
                       30          0.02198          0.68868          0.83420          0.74545          0.45876          0.34314          0.50000          0.50769          0.64143          0.60386          0.63043          0.05263          0.23418          0.60181          0.48252          0.35714    
                       31          0.04396          0.83962          0.86010          0.69091          0.55155          0.29412          0.49405          0.68462          0.65737          0.62319          0.63043          0.05921          0.39241          0.56109          0.51748          0.30952    
                       32          0.02198          0.80660          0.90155          0.50909          0.58763          0.31373          0.57143          0.58462          0.65339          0.70531          0.65942          0.21711          0.45570          0.65611          0.56993          0.30952    
                       33          0.13187          0.80189          0.82383          0.52121          0.55670          0.43137          0.64286          0.61538          0.71713          0.64251          0.64493          0.01316          0.54430          0.64706          0.51399          0.28571    
                       34          0.13187          0.75000          0.73057          0.72727          0.43299          0.51961          0.66071          0.58462          0.71315          0.54589          0.57971          0.01974          0.53165          0.65158          0.47902          0.52381    
                       35          0.38462          0.78774          0.78238          0.58788          0.39691          0.56863          0.58929          0.52308          0.67729          0.60870          0.59420          0.28289          0.51899          0.71493          0.44755          0.38095    
                       36          0.72527          0.76887          0.80311          0.61818          0.08763          0.55882          0.53571          0.53077          0.72112          0.62319          0.58696          0.23684          0.54430          0.77828          0.62937          0.40476    
                       37          0.84615          0.75472          0.77720          0.49697          0.17010          0.59804          0.51190          0.50769          0.70916          0.63768          0.68841          0.05921          0.44937          0.78281          0.60140          0.47619    
                       38          0.42857          0.73113          0.76166          0.63636          0.08247          0.67647          0.53571          0.80769          0.69721          0.80676          0.65217          0.36842          0.53165          0.72398          0.66084          0.59524    
                       39          0.38462          0.79717          0.74611          0.68485          0.18041          0.83333          0.60119          0.80769          0.67331          0.88889          0.64493          0.46053          0.56329          0.58371          0.62937          0.64286    
                       40          0.31868          0.75000          0.67876          0.62424          0.25773          0.83333          0.57738          0.77692          0.62151          0.88889          0.69565          0.63816          0.83544          0.40271          0.73427          0.64286    
                       41          0.29670          0.70283          0.65803          0.50909          0.36082          0.90196          0.46429          0.72308          0.64542          0.85507          0.73913          0.76974          0.79114          0.37557          0.68531          0.69048    
                       42          0.18681          0.68868          0.62694          0.62424          0.42268          0.81373          0.48214          0.70000          0.53386          0.82609          0.63768          0.80921          0.81646          0.46606          0.60839          0.71429    
                       43          0.57143          0.65566          0.24870          0.64242          0.54124          0.89216          0.52976          0.74615          0.50996          0.85507          0.62319          0.73026          0.74684          0.59276          0.52448          0.54762    
                       44          0.57143          0.59434          0.17617          0.58182          0.48454          0.86275          0.52381          0.79231          0.44622          0.83092          0.68841          0.71711          0.60759          0.47964          0.51399          0.61905    
                       45          0.35165          0.61321          0.13990          0.74545          0.46907          0.87255          0.47619          0.76923          0.52988          0.85507          0.61594          0.75658          0.65190          0.65611          0.58042          0.80952    
                       46          0.09890          0.58491          0.41451          0.58788          0.31443          0.79412          0.42262          0.75385          0.59363          0.85024          0.63043          0.35526          0.75949          0.73756          0.68182          0.85714    
                       47          0.28571          0.56132          0.52850          0.65455          0.41237          0.85294          0.34524          0.51538          0.69323          0.79710          0.62319          0.26974          0.59494          0.81448          0.74126          0.88095    
                       48          0.17582          0.53302          0.50777          0.68485          0.17526          0.92157          0.27976          0.50000          0.63745          0.77778          0.67391          0.30921          0.59494          0.80543          0.82517          0.83333    
                       49          0.01099          0.60849          0.47668          0.48485          0.17010          0.90196          0.26786          0.20000          0.59761          0.71981          0.65217          0.28947          0.50000          0.77828          0.83916          0.92857    
                       50          0.71429          0.65094          0.51813          0.43636          0.24227          0.89216          0.20238          0.34615          0.59363          0.80676          0.64493          0.20395          0.48734          0.71493          0.77972          0.85714    
                       51          0.45055          0.50000          0.55440          0.44848          0.29381          0.90196          0.22619          0.46154          0.59761          0.83092          0.55072          0.62500          0.43671          0.63348          0.61189          0.90476    
                       52          0.36264          0.71698          0.47150          0.49091          0.37629          0.92157          0.38095          0.58462          0.55378          0.73430          0.64493          0.73026          0.57595          0.44796          0.76923          0.88095    
                       53          0.13187          0.73585          0.35751          0.56970          0.44330          0.83333          0.32738          0.34615          0.57371          0.62802          0.49275          0.69079          0.59494          0.35294          0.79021          0.83333    
                       54          0.04396          0.67453          0.41969          0.48485          0.43299          0.58824          0.27381          0.31538          0.49402          0.50725          0.56522          0.71053          0.67722          0.33937          0.75524          0.80952    
                       55          0.04396          0.65566          0.41969          0.57576          0.55670          0.60784          0.23810          0.43846          0.42629          0.42512          0.59420          0.44737          0.63291          0.35747          0.72378          0.66667    
                       56          0.31868          0.64623          0.12435          0.70909          0.61340          0.56863          0.30952          0.41538          0.34661          0.34783          0.71739          0.44737          0.60759          0.41176          0.75874          0.95238    
                       57          0.61538          0.41509          0.07772          0.73939          0.67010          0.63725          0.39881          0.44615          0.30279          0.43478          0.69565          0.42763          0.62658          0.49774          0.69930          0.88095    
                       58          0.75824          0.67925          0.03627          0.72121          0.74742          0.81373          0.46429          0.44615          0.37052          0.41063          0.54348          0.38158          0.70886          0.57466          0.73077          0.64286    
                       59          0.75824          0.71226          0.16580          0.72727          0.80412          0.83333          0.55357          0.49231          0.52590          0.40580          0.42754          0.61842          0.64557          0.69683          0.41958          0.85714    
                       60          0.47253          0.74057          0.26425          0.70303          0.75773          0.86275          0.64286          0.66923          0.32271          0.53140          0.32609          0.68421          0.62025          0.78281          0.46154          0.97619    
                       61          0.53846          0.70755          0.41451          0.65455          0.75258          0.89216          0.63095          0.66923          0.35857          0.55556          0.35507          0.71053          0.48734          0.82353          0.75874          0.97619    
                       62          0.02198          0.61321          0.42487          0.54545          0.89175          0.81373          0.58333          0.60769          0.45817          0.51208          0.44203          0.71711          0.59494          0.83258          0.64336          0.97619    
                       63          0.29670          0.56604          0.49223          0.44242          0.89175          0.82353          0.52976          0.75385          0.41833          0.52657          0.57246          0.55263          0.58861          0.81900          0.56993          0.66667    
                       64          0.29670          0.54245          0.62176          0.60000          0.88660          0.87255          0.54167          0.72308          0.62151          0.52657          0.71014          0.75658          0.72152          0.80995          0.62937          0.95238    
                       65          0.39560          0.61321          0.13990          0.56970          0.78351          0.70588          0.44048          0.64615          0.62948          0.49275          0.59420          0.73026          0.73418          0.74208          0.59441          1.00000    
                       66          0.31868          0.64151          0.06218          0.59394          0.60825          0.62745          0.47024          0.77692          0.68924          0.50725          0.52174          0.76316          0.77215          0.70136          0.55594          0.71429    
                       67          0.45055          0.75943          0.05181          0.72121          0.47938          0.73529          0.42857          0.77692          0.72908          0.41546          0.64493          0.30263          0.74684          0.64706          0.56294          0.80952    
                       68          0.59341          0.82075          0.36269          0.75758          0.31443          0.62745          0.66071          0.80769          0.61753          0.26087          0.61594          0.28947          0.79747          0.67873          0.54895          0.61905    
                       69          0.72527          0.91509          0.06736          0.87879          0.39175          0.70588          0.66071          0.91538          0.58167          0.34783          0.76087          0.25658          0.77848          0.76471          0.57343          0.80952    
                       70          0.59341          0.85377          0.04663          0.86061          0.55670          0.67647          0.75000          0.90000          0.70916          0.52657          0.76087          0.29605          0.92405          0.69683          0.49650          0.47619    
                       71          0.69231          0.83962          0.04145          0.79394          0.57732          0.62745          0.88690          0.82308          0.66534          0.54589          0.73188          0.40132          0.87342          0.66968          0.52098          0.16667    
                       72          0.56044          0.75000          0.04663          0.60000          0.55670          0.57843          0.73214          0.75385          0.69721          0.71014          0.70290          0.63816          0.87975          0.73303          0.56993          0.26190    
                       73          0.74725          0.80660          0.05181          0.58788          0.64948          0.55882          0.75595          0.76923          0.71713          0.71981          0.81159          0.66447          0.79747          0.78733          0.84615          0.38095    
                       74          0.74725          0.61792          0.22798          0.63030          0.76804          0.59804          0.75000          0.66923          0.66135          0.68599          0.54348          0.41447          0.80380          0.81448          0.79021          0.38095    
                       75          0.96703          0.60849          0.04663          0.84242          0.77320          0.71569          0.69643          0.68462          0.80080          0.65217          0.44928          0.61184          0.69620          0.79186          0.74126          0.40476    
                       76          0.95604          0.51887          0.38860          0.78182          0.76289          0.79412          0.63095          0.82308          0.78884          0.61353          0.39855          0.71053          0.62658          0.79186          0.68881          0.52381    
                       77          0.76923          0.33962          0.53886          0.66667          0.67010          0.71569          0.75000          0.84615          0.81673          0.57488          0.39855          0.67105          0.59494          0.78281          0.71329          0.42857    
                       78          0.76923          0.36792          0.05699          0.67879          0.55670          0.68627          0.74405          0.83846          0.82072          0.59903          0.35507          0.82895          0.55696          0.81900          0.59790          0.30952    
                       79          0.76923          0.36792          0.34197          0.75152          0.61340          0.55882          0.80357          0.86154          0.85259          0.55556          0.33333          0.73026          0.53165          0.82353          0.54545          0.40476    
                       80          0.62637          0.44811          0.08808          0.76970          0.73196          0.48039          0.73214          0.74615          0.88446          0.43478          0.34783          0.76316          0.53165          0.83710          0.43007          0.40476    
                       81          0.40659          0.35377          0.11917          0.83030          0.87113          0.39216          0.67857          0.73077          0.90040          0.28502          0.34058          0.43421          0.52532          0.85520          0.49301          0.26190    
                       82          0.34066          0.34906          0.22798          0.80000          0.84021          0.32353          0.66667          0.71538          0.86056          0.44928          0.31884          0.45395          0.43671          0.82805          0.47552          0.35714    
                       83          0.38462          0.33491          0.14508          0.75152          0.67526          0.57843          0.70238          0.76154          0.82470          0.22222          0.33333          0.46711          0.50633          0.79186          0.60490          0.35714    
                       84          0.34066          0.14623          0.27979          0.76364          0.74227          0.67647          0.60714          0.81538          0.81673          0.14010          0.28986          0.42763          0.55696          0.78281          0.67832          0.61905    
                       85          0.48352          0.18396          0.47668          0.75758          0.82990          0.65686          0.73214          0.83077          0.78486          0.08213          0.30435          0.33553          0.59494          0.79638          0.50350          0.66667    
                       86          0.45055          0.24057          0.60622          0.61818          0.87113          0.59804          0.81548          0.64615          0.68924          0.06280          0.31884          0.37500          0.59494          0.77376          0.61189          0.52381    
                       87          0.72527          0.16981          0.51295          0.78788          0.84021          0.49020          0.75595          0.70000          0.63347          0.07246          0.34058          0.34211          0.53797          0.73303          0.56294          0.00000    
                       88          0.54945          0.14151          0.34715          0.93333          0.80928          0.49020          0.80952          0.68462          0.70518          0.09179          0.31884          0.27632          0.60759          0.77376          0.46503          0.00000    
                       89          0.70330          0.15566          0.24352          0.85455          0.73711          0.45098          0.76786          0.77692          0.64542          0.18841          0.40580          0.44079          0.60127          0.81448          0.67832          0.00000    
                       90          0.64835          0.11792          0.18135          0.90303          0.55155          0.53922          0.75000          0.90000          0.65737          0.10628          0.33333          0.29605          0.72785          0.84163          0.60490          0.00000    
                       91          0.76923          0.13679          0.23834          0.88485          0.52577          0.62745          0.70238          0.92308          0.73705          0.06763          0.31884          0.48026          0.74051          0.74208          0.47902          0.00000    
                       92          0.80220          0.15094          0.25389          0.84242          0.59278          0.74510          0.74405          0.92308          0.75299          0.06763          0.36232          0.51974          0.81013          0.68778          0.59441          0.54762    
                       93          0.82418          0.22642          0.26425          0.92727          0.72165          0.62745          0.85119          0.93846          0.72908          0.08696          0.28986          0.32895          0.83544          0.73756          0.49650          0.19048    
                       94          0.79121          0.09906          0.24352          0.90909          0.78351          0.54902          0.86310          0.93077          0.72908          0.11111          0.27536          0.30263          0.75949          0.83710          0.61538          0.42857    
                       95          0.83516          0.10849          0.19689          0.78788          0.68557          0.58824          0.81548          0.92308          0.66135          0.18357          0.26087          0.37500          0.86076          0.88688          0.55944          0.09524    
                       96          0.95604          0.06604          0.20207          0.69697          0.63918          0.50000          0.81548          0.88462          0.56175          0.42029          0.28261          0.50658          0.98101          0.90950          0.66434          0.14286    
                       97          0.94505          0.12264          0.26425          0.80606          0.56186          0.52941          0.81548          0.96923          0.62550          0.59420          0.26087          0.51316          0.96835          0.88688          0.73427          0.50000    
                       98          0.90110          0.12264          0.30570          0.86667          0.58247          0.61765          0.77381          0.95385          0.67331          0.67150          0.24638          0.50000          0.96835          0.90045          0.82168          0.04762    
                       99          0.90110          0.12264          0.36269          0.90303          0.52062          0.59804          0.72024          0.90769          0.70518          0.62802          0.25362          0.41447          0.88608          0.91403          0.78322          0.54762    
                      100          0.85714          0.12264          0.39896          0.93939          0.56186          0.55882          0.61905          0.98462          0.76892          0.65217          0.25362          0.37500          0.87975          0.93665          0.75175          0.04762    
