              trj_shorten        0.17405          0.36808          0.68182          0.00000          0.70545          0.00000          0.31047          0.54321    
                        2          0.56329          0.41368          0.53409          0.70036          0.64727          0.00000          0.27798          0.39506    
                        3          0.17722          0.52443          0.43182          0.00000          0.65091          0.00000          0.26354          0.38272    
                        4          0.18671          0.62215          0.49432          0.67870          0.71273          0.26708          0.25271          0.40741    
                        5          0.38608          0.55049          0.45455          0.00000          0.62182          0.00000          0.10108          0.38889    
                        6          0.18671          0.73616          0.46023          0.00000          0.46182          0.00000          0.20578          0.42593    
                        7          0.08861          0.51466          0.47727          0.62094          0.58182          0.34783          0.11913          0.47531    
                        8          0.09494          0.41368          0.41477          0.75090          0.32364          0.64596          0.58123          0.70370    
                        9          0.23101          0.34528          0.52841          0.59928          0.56364          0.77019          0.31047          0.67901    
                       10          0.28165          0.20847          0.48295          0.00000          0.56000          0.73913          0.25993          0.74074    
                       11          0.30063          0.25081          0.38636          0.00000          0.53455          0.72050          0.20939          0.48148    
                       12          0.06013          0.35505          0.55114          0.00000          0.47273          0.78261          0.23827          0.24074    
                       13          0.29430          0.53746          0.44318          0.00000          0.50909          0.06211          0.28159          0.58642    
                       14          0.03165          0.74267          0.51136          0.00000          0.49818          0.00000          0.31047          0.53704    
                       15          0.13924          0.70033          0.37500          0.50542          0.29818          0.00000          0.31408          0.45679    
                       16          0.33861          0.66775          0.40341          0.49097          0.22909          0.62733          0.33574          0.51852    
                       17          0.09177          0.42020          0.48864          0.53069          0.42545          0.70186          0.29242          0.64198    
                       18          0.15823          0.30619          0.39773          0.62094          0.37818          0.01863          0.22744          0.62346    
                       19          0.22468          0.17915          0.49432          0.39350          0.28364          0.06832          0.27076          0.62963    
                       20          0.08544          0.42671          0.60795          0.42238          0.17091          0.00621          0.31769          0.71605    
                       21          0.15823          0.37785          0.60795          0.46209          0.20727          0.00000          0.25993          0.58025    
                       22          0.08228          0.09446          0.70455          0.39350          0.44727          0.02484          0.32491          0.66667    
                       23          0.21519          0.17264          0.62500          0.51986          0.50545          0.03727          0.25993          0.80247    
                       24          0.10443          0.18893          0.58523          0.53430          0.39636          0.00000          0.53791          0.37654    
                       25          0.07911          0.15961          0.59659          0.78700          0.50182          0.02484          0.41155          0.33951    
                       26          0.16772          0.28664          0.57386          0.84477          0.72364          0.00000          0.59567          0.54321    
                       27          0.46835          0.35179          0.46023          0.39350          0.73818          0.00621          0.82671          0.71605    
                       28          0.45886          0.28990          0.57955          0.32491          0.62182          0.36646          0.76534          0.74691    
                       29          0.30696          0.28013          0.52841          0.46209          0.62182          0.03727          0.78700          0.75309    
                       30          0.36392          0.36808          0.43182          0.47292          0.56000          0.01863          0.67148          0.50000    
