              trj_shorten        0.03738          0.00000          0.85496          0.74699    
                        2          0.45483          0.22314          0.93893          1.00000    
                        3          0.04984          0.00000          0.85496          0.84337    
                        4          0.29907          0.23967          0.90840          0.98795    
                        5          0.05296          0.00413          0.80916          0.92771    
                        6          0.08411          0.00000          0.79389          0.73494    
                        7          0.60748          0.48760          0.92366          0.71084    
                        8          0.66355          0.46281          0.84733          0.24096    
                        9          0.68536          0.48760          0.94656          0.92771    
                       10          0.46729          0.06198          0.91603          0.96386    
                       11          0.52336          0.12397          0.94656          0.95181    
                       12          0.46106          0.21488          0.83969          0.92771    
                       13          0.32710          0.02893          0.92366          0.92771    
                       14          0.47040          0.00826          0.83206          0.86747    
                       15          0.49844          0.34298          0.97710          0.87952    
                       16          0.71028          0.49174          0.90840          0.98795    
                       17          0.72897          0.75207          0.77863          0.90361    
                       18          0.67601          0.91322          0.91603          1.00000    
                       19          0.73209          0.90083          1.00000          1.00000    
                       20          0.63551          0.52893          0.98473          0.31325    
                       21          0.72897          0.64463          0.96947          1.00000    
                       22          0.63551          0.65702          0.93893          0.81928    
                       23          0.57632          0.65702          0.94656          0.97590    
                       24          0.68224          0.65702          1.00000          0.95181    
                       25          0.74143          0.84298          0.96947          0.97590    
                       26          0.57944          0.59091          0.98473          1.00000    
                       27          0.66044          0.50413          0.93130          0.83133    
                       28          0.52960          0.51653          0.99237          0.62651    
                       29          0.65732          0.55785          0.94656          0.78313    
                       30          0.66978          0.36364          0.96947          0.86747    
                       31          0.59813          0.08264          0.99237          0.96386    
                       32          0.59190          0.32231          0.91603          0.85542    
                       33          0.49221          0.07851          0.85496          0.86747    
                       34          0.60436          0.15702          0.96947          0.93976    
                       35          0.85670          0.56198          0.98473          0.97590    
                       36          0.79751          0.70661          0.96183          0.95181    
                       37          0.92212          0.92562          0.93893          0.62651    
                       38          0.85981          0.98760          0.95420          0.97590    
                       39          0.73832          0.97107          0.83206          0.57831    
                       40          0.73209          0.93388          0.89313          0.62651    
                       41          0.76947          0.98347          0.99237          0.28916    
                       42          0.75078          0.93388          0.70992          0.34940    
                       43          0.58879          0.83058          0.74809          0.95181    
                       44          0.76636          0.91736          0.91603          1.00000    
                       45          0.72586          0.74380          0.99237          1.00000    
                       46          0.74143          0.85537          0.99237          0.95181    
                       47          0.73520          0.23140          0.95420          0.55422    
                       48          0.80685          0.69008          0.88550          0.90361    
                       49          0.90966          0.52479          0.89313          0.79518    
                       50          0.93769          0.69008          0.94656          0.65060    
                       51          0.95639          0.64050          0.93130          0.79518    
                       52          0.94081          0.71488          0.77863          0.62651    
                       53          0.88162          0.70661          0.90076          0.10843    
                       54          0.91900          0.92562          0.96183          0.31325    
                       55          0.90654          0.88017          0.92366          0.19277    
                       56          0.85670          0.75207          0.81679          0.22892    
                       57          0.92523          0.83884          0.67176          0.51807    
                       58          0.94081          0.84711          0.61832          0.42169    
                       59          0.90031          0.83884          0.74046          0.56627    
                       60          0.97508          0.85537          0.93893          0.49398    
                       61          0.88785          0.81405          0.72519          0.48193    
                       62          0.95016          0.77686          0.84733          0.36145    
                       63          0.96573          0.84298          0.80153          0.13253    
                       64          0.95327          0.89256          0.82443          0.55422    
                       65          0.90343          0.90496          0.54198          0.09639    
                       66          0.90343          0.78512          0.38931          0.25301    
                       67          0.90654          0.90909          0.62595          0.10843    
                       68          0.91900          0.87190          0.65649          0.14458    
                       69          0.88162          0.89256          0.86260          0.33735    
                       70          0.95639          0.91736          0.67939          0.25301    
                       71          0.87539          0.83471          0.83969          0.15663    
                       72          0.92212          0.85950          0.92366          0.32530    
                       73          0.95327          0.88430          0.61832          0.09639    
                       74          0.90343          0.90496          0.90076          0.21687    
                       75          0.90966          0.89669          0.67176          0.34940    
                       76          0.91900          0.83884          0.66412          0.28916    
                       77          0.93458          0.85537          0.80153          0.40964    
                       78          0.90654          0.76860          0.47328          0.32530    
                       79          0.85981          0.71074          0.29008          0.38554    
                       80          0.87539          0.48760          0.38931          0.38554    
                       81          0.76947          0.85950          0.12977          0.30120    
                       82          0.80685          0.82645          0.19847          0.87952    
                       83          0.86916          0.78512          0.21374          0.42169    
                       84          0.74766          0.73554          0.28244          0.75904    
                       85          0.84735          0.78099          0.17557          0.13253    
                       86          0.79439          0.71901          0.54198          0.85542    
                       87          0.66978          0.70248          0.26718          0.55422    
                       88          0.76012          0.74380          0.20611          0.53012    
                       89          0.70405          0.74793          0.19847          0.55422    
                       90          0.75389          0.68182          0.18321          0.25301    
                       91          0.62617          0.64050          0.08397          0.46988    
                       92          0.61994          0.39256          0.27481          0.62651    
                       93          0.61682          0.34711          0.28244          0.37349    
                       94          0.66355          0.31818          0.36641          0.34940    
                       95          0.57632          0.21488          0.52672          0.22892    
                       96          0.00935          0.05785          0.56489          0.42169    
                       97          0.19626          0.05372          0.39695          0.42169    
                       98          0.23053          0.13223          0.46565          0.45783    
                       99          0.23364          0.28512          0.38168          0.40964    
                      100          0.26168          0.35124          0.37405          0.27711    
