              trj_shorten        0.38583          0.05882          0.47205          0.00000          0.03756          0.43478    
                        2          0.33858          0.00980          0.51242          0.76023          0.48357          0.00000    
                        3          0.49213          0.00000          0.54348          0.00000          0.08920          0.00000    
                        4          0.54724          0.20098          0.63354          0.76608          0.05634          0.00000    
                        5          0.42913          0.00490          0.59627          0.00000          0.33803          0.00000    
                        6          0.41339          0.00490          0.76087          0.00000          0.08920          0.00000    
                        7          0.48425          0.28431          0.54348          0.60234          0.04225          0.13043    
                        8          0.52756          0.64706          0.40994          0.76023          0.02347          0.00000    
                        9          0.45276          0.76961          0.31366          0.60234          0.14085          0.28261    
                       10          0.33858          0.75490          0.25466          0.00000          0.13146          0.04348    
                       11          0.35039          0.68137          0.27329          0.00000          0.22066          0.00000    
                       12          0.31102          0.70588          0.28261          0.00000          0.00000          0.23913    
                       13          0.27165          0.14216          0.59317          0.00000          0.28638          0.04348    
                       14          0.33465          0.07353          0.73913          0.00000          0.00000          0.02174    
                       15          0.20866          0.03431          0.68634          0.52632          0.04225          0.00000    
                       16          0.13780          0.51471          0.67702          0.45614          0.27700          0.00000    
                       17          0.36220          0.57843          0.44410          0.31579          0.00469          0.00000    
                       18          0.24016          0.10784          0.38199          0.42690          0.05634          0.00000    
                       19          0.23228          0.23529          0.09938          0.14620          0.05634          0.08696    
                       20          0.13780          0.09804          0.46273          0.26901          0.00469          0.52174    
                       21          0.11811          0.02941          0.44410          0.30409          0.03286          0.06522    
                       22          0.20472          0.19118          0.22050          0.18713          0.00000          0.30435    
                       23          0.19685          0.16176          0.37888          0.38012          0.02817          0.17391    
                       24          0.44488          0.08333          0.15217          0.28655          0.00469          0.34783    
                       25          0.47244          0.16667          0.04969          0.68421          0.00469          0.54348    
                       26          0.50394          0.01471          0.48447          0.76608          0.03286          0.13043    
                       27          0.61811          0.10294          0.48137          0.23977          0.35211          0.08696    
                       28          0.53937          0.46569          0.37267          0.14035          0.34742          0.32609    
                       29          0.49606          0.16667          0.40994          0.25146          0.15023          0.17391    
                       30          0.37402          0.09804          0.39441          0.22807          0.20657          0.06522    
                       31          0.62992          0.01471          0.28882          0.00000          0.00000          0.00000    
                       32          0.55512          0.06863          0.30745          0.67836          0.15023          0.00000    
                       33          0.62598          0.03922          0.27950          0.00000          0.05634          0.00000    
                       34          0.57087          0.05882          0.20807          0.00000          0.13615          0.00000    
                       35          0.53937          0.00000          0.17081          0.48538          0.01878          0.06522    
                       36          0.40945          0.05882          0.22671          0.39766          0.03286          0.06522    
                       37          0.38189          0.15686          0.24845          0.22222          0.04225          0.00000    
                       38          0.35433          0.01471          0.20497          0.64912          0.03286          0.13043    
                       39          0.31102          0.08333          0.39752          0.42105          0.03756          0.00000    
                       40          0.17323          0.12255          0.20807          0.57895          0.04695          0.00000    
                       41          0.35827          0.21078          0.26708          0.60234          0.01408          0.06522    
                       42          0.22835          0.15196          0.03727          0.42105          0.01878          0.02174    
                       43          0.23228          0.10294          0.07764          0.72515          0.00939          0.30435    
                       44          0.34646          0.06863          0.07453          0.53801          0.00000          0.17391    
                       45          0.44094          0.18627          0.17702          0.40351          0.08920          0.21739    
                       46          0.35433          0.59314          0.38509          0.59649          0.00469          0.13043    
                       47          0.23228          0.07353          0.57453          0.14035          0.02817          0.00000    
                       48          0.38976          0.00000          0.46584          0.45029          0.27230          0.04348    
                       49          0.39764          0.18137          0.59317          0.34503          0.30047          0.21739    
                       50          0.23622          0.10784          0.40683          0.34503          0.12676          0.13043    
                       51          0.13386          0.00000          0.22050          0.20468          0.05164          0.10870    
                       52          0.13780          0.00000          0.11491          0.15205          0.07512          0.00000    
                       53          0.18504          0.00000          0.13043          0.03509          0.22066          0.00000    
                       54          0.12598          0.00000          0.09627          0.05848          0.21596          0.08696    
                       55          0.16535          0.00000          0.10248          0.02924          0.02817          0.17391    
                       56          0.13780          0.00000          0.06832          0.15205          0.11268          0.04348    
                       57          0.09449          0.00000          0.10559          0.04678          0.13146          0.06522    
                       58          0.03937          0.00000          0.15217          0.04094          0.15493          0.13043    
                       59          0.04724          0.00000          0.11491          0.09357          0.10329          0.32609    
                       60          0.09843          0.00000          0.08075          0.04094          0.10798          0.23913    
                       61          0.10630          0.00000          0.09938          0.08187          0.20657          0.08696    
                       62          0.12992          0.09804          0.08075          0.00585          0.15023          0.13043    
                       63          0.13386          0.00000          0.26398          0.29240          0.28169          0.10870    
                       64          0.13780          0.00000          0.33230          0.02339          0.23474          0.36957    
                       65          0.10236          0.00000          0.02484          0.01754          0.33333          0.06522    
                       66          0.11811          0.00000          0.05280          0.08187          0.42723          0.52174    
                       67          0.10236          0.00000          0.05901          0.08772          0.26761          0.13043    
                       68          0.09055          0.00000          0.25776          0.01170          0.24883          0.04348    
                       69          0.11417          0.00000          0.18634          0.04094          0.31455          0.00000    
                       70          0.12598          0.00000          0.14286          0.09357          0.22066          0.28261    
                       71          0.15354          0.00490          0.06832          0.01170          0.24413          0.04348    
                       72          0.13780          0.00000          0.43168          0.02924          0.29577          0.26087    
                       73          0.08661          0.67157          0.09317          0.09942          0.23005          0.34783    
                       74          0.06299          0.22059          0.03106          0.00585          0.31925          0.21739    
                       75          0.08661          0.68137          0.16149          0.08187          0.24413          0.32609    
                       76          0.06299          0.31373          0.20807          0.02924          0.07981          0.52174    
                       77          0.05118          0.00000          0.04658          0.07018          0.26291          0.34783    
