# unsquashLR - drugLR - unsquashCNN - drugCNN - volume - exposure - pos-charge - neg-charge - h-donor- h-acceptor - hydrophob - aromatic - metal
0    3.359e+00    9.664e-01    4.843e+00    9.993e-01    1.924e-01   -4.509e-01   -7.107e-01   -6.485e-02   -9.700e-01   -4.137e-01   -1.309e-01   -4.504e-01   -4.863e-01
1    5.381e+00    9.954e-01    8.470e+00    1.000e+00    9.702e-01    1.678e-01   -1.051e+00   -3.863e-01   -1.837e+00   -5.155e-01    6.381e-01   -3.300e-01   -4.863e-01
2    5.017e+00    9.934e-01    7.925e+00    1.000e+00    8.258e-01    2.764e-01   -1.042e+00   -3.554e-01   -1.740e+00   -4.825e-01    5.358e-01   -4.400e-01   -4.863e-01
3    4.735e+00    9.913e-01    7.437e+00    1.000e+00    6.813e-01    3.063e-01   -1.245e+00   -6.388e-01   -1.579e+00   -4.639e-01    3.876e-01   -4.013e-01   -4.863e-01
4    4.936e+00    9.929e-01    7.709e+00    1.000e+00    8.584e-01    2.492e-01   -1.133e+00   -7.049e-01   -1.653e+00   -4.916e-01    3.815e-01   -4.022e-01   -4.863e-01
5    4.836e+00    9.921e-01    7.758e+00    1.000e+00    1.026e+00    4.313e-01   -8.900e-01   -7.413e-01   -1.479e+00   -6.895e-01    3.925e-01   -5.475e-01   -4.863e-01
6    5.556e+00    9.962e-01    8.891e+00    1.000e+00    1.219e+00    5.669e-02   -9.704e-01   -6.968e-01   -1.663e+00   -6.764e-01    5.822e-01   -5.057e-01   -4.863e-01
7    5.777e+00    9.969e-01    8.457e+00    1.000e+00    1.030e+00    2.143e-03   -1.034e+00   -9.818e-01   -1.554e+00   -1.023e+00    9.184e-01   -1.390e-01   -4.863e-01
8    5.721e+00    9.967e-01    8.576e+00    1.000e+00    8.277e-01    2.141e-01   -1.097e+00   -9.392e-01   -1.635e+00   -1.047e+00    1.015e+00   -3.682e-01   -4.863e-01
9    5.712e+00    9.967e-01    9.487e+00    1.000e+00    1.173e+00   -1.331e-01   -1.082e+00   -8.392e-01   -1.587e+00   -6.896e-01    7.445e-01   -2.451e-01   -4.863e-01
10    5.529e+00    9.960e-01    9.005e+00    1.000e+00    9.544e-01   -4.118e-02   -1.220e+00   -7.226e-01   -1.526e+00   -7.829e-01    7.263e-01   -1.810e-01   -4.863e-01
11    5.550e+00    9.961e-01    8.577e+00    1.000e+00    9.613e-01   -5.319e-02   -9.680e-01   -7.243e-01   -1.559e+00   -9.512e-01    7.571e-01   -2.650e-01   -4.863e-01
12    5.566e+00    9.962e-01    8.486e+00    1.000e+00    8.911e-01   -1.262e-01   -9.746e-01   -5.623e-01   -1.565e+00   -8.483e-01    8.782e-01   -3.122e-01   -4.863e-01
13    4.857e+00    9.923e-01    7.306e+00    1.000e+00    8.812e-01    3.894e-01   -1.034e+00   -4.276e-01   -1.434e+00   -6.830e-01    5.366e-01   -4.458e-01   -4.863e-01
14    4.986e+00    9.932e-01    7.116e+00    1.000e+00    7.812e-01    7.878e-02   -1.134e+00   -4.210e-01   -1.609e+00   -6.311e-01    3.819e-01   -3.540e-01   -4.863e-01
15    5.095e+00    9.939e-01    7.033e+00    1.000e+00    6.763e-01    1.186e-01   -1.009e+00   -6.625e-01   -1.611e+00   -8.738e-01    5.693e-01   -3.640e-01   -4.863e-01
16    3.908e+00    9.803e-01    5.907e+00    9.998e-01    3.161e-01    5.219e-01   -1.017e+00   -4.640e-01   -1.471e+00   -5.968e-01    1.539e-02   -8.256e-01   -4.863e-01
17    3.590e+00    9.732e-01    6.084e+00    9.999e-01    5.932e-01    1.059e+00   -9.778e-01   -2.431e-01   -1.521e+00   -2.988e-01   -1.332e-01   -8.519e-01   -4.863e-01
18    4.162e+00    9.847e-01    6.023e+00    9.999e-01    5.863e-01    2.806e-01   -9.485e-01   -2.074e-01   -1.574e+00   -5.022e-01   -1.165e-01   -8.377e-01   -4.863e-01
19    4.048e+00    9.828e-01    6.428e+00    9.999e-01    2.805e-01    5.677e-01   -8.037e-01   -2.128e-01   -1.770e+00   -6.679e-01    4.100e-02   -8.933e-01   -4.863e-01
20    4.119e+00    9.840e-01    6.928e+00    1.000e+00    4.616e-01    3.619e-01   -7.059e-01   -1.684e-02   -1.736e+00   -3.951e-01    1.693e-01   -7.179e-01   -4.863e-01
21    4.227e+00    9.856e-01    6.627e+00    9.999e-01    5.546e-01    1.486e-01   -7.908e-01   -1.362e-01   -1.695e+00   -2.723e-01    1.252e-01   -7.044e-01   -4.863e-01
22    4.349e+00    9.872e-01    7.547e+00    1.000e+00    7.139e-01    4.831e-01   -8.722e-01   -2.122e-01   -1.811e+00   -3.884e-01    9.392e-03   -7.740e-01   -4.863e-01
23    4.340e+00    9.871e-01    7.299e+00    1.000e+00    8.070e-01    4.413e-01   -8.247e-01   -3.395e-01   -1.691e+00   -3.693e-01    3.927e-02   -8.099e-01   -4.863e-01
24    4.219e+00    9.855e-01    6.329e+00    9.999e-01    6.348e-01    3.722e-01   -9.374e-01   -2.092e-01   -1.717e+00   -4.127e-01   -1.359e-01   -9.035e-01   -4.863e-01
25    4.194e+00    9.851e-01    5.830e+00    9.998e-01    5.714e-01    4.511e-01   -8.729e-01   -6.403e-02   -1.653e+00   -7.043e-01   -1.433e-01   -9.173e-01   -4.863e-01
26    4.313e+00    9.868e-01    6.332e+00    9.999e-01    5.744e-01    4.029e-01   -1.005e+00   -1.860e-02   -1.679e+00   -6.224e-01   -9.179e-02   -8.867e-01   -4.863e-01
27    4.340e+00    9.871e-01    6.981e+00    1.000e+00    4.952e-01    9.074e-01   -1.083e+00   -4.397e-02   -1.857e+00   -7.542e-01    2.001e-02   -8.150e-01   -4.863e-01
28    5.182e+00    9.944e-01    8.302e+00    1.000e+00    7.911e-01    3.286e-01   -1.161e+00   -1.990e-01   -1.662e+00   -8.684e-01    5.256e-01   -3.806e-01   -4.863e-01
29    4.832e+00    9.921e-01    7.559e+00    1.000e+00    8.881e-01    7.000e-01   -1.167e+00   -2.148e-01   -1.744e+00   -6.015e-01    3.109e-01   -4.562e-01   -4.863e-01
30    4.788e+00    9.917e-01    7.593e+00    1.000e+00    9.752e-01    5.670e-01   -1.065e+00   -4.079e-01   -1.517e+00   -5.746e-01    4.110e-01   -5.019e-01   -4.863e-01
31    5.092e+00    9.939e-01    7.667e+00    1.000e+00    9.435e-01    2.972e-01   -1.095e+00   -6.046e-01   -1.573e+00   -6.771e-01    4.586e-01   -5.766e-01   -4.863e-01
