                     LEU1        0.82090          0.54245          0.67708          0.35836          0.53817          0.58804          0.78409          0.43421    
                        2          0.65672          0.59906          0.60938          0.34812          0.57634          0.51163          0.46591          0.49561    
                        3          0.72388          0.55189          0.71354          0.25939          0.61832          0.47841          0.53977          0.49561    
                        4          0.78358          0.58491          0.75521          0.24232          0.77863          0.62458          0.61932          0.60526    
                        5          0.61194          0.59434          0.69792          0.25597          0.79008          0.64452          0.44318          0.69298    
                        6          0.73134          0.58019          0.70833          0.32765          0.80534          0.61794          0.39773          0.78070    
                        7          0.44776          0.56604          0.56771          0.34812          0.77099          0.51495          0.30682          0.75877    
                        8          0.59701          0.60849          0.36979          0.38225          0.76718          0.45515          0.34091          0.76754    
                        9          0.65672          0.63208          0.43229          0.33447          0.82443          0.48837          0.73864          0.78947    
                       10          0.66418          0.53774          0.50521          0.25939          0.83969          0.46844          0.83523          0.79386    
                       11          0.67164          0.52830          0.60417          0.30717          0.75954          0.32890          0.89773          0.82895    
                       12          0.50746          0.55189          0.57292          0.22526          0.63359          0.42193          0.84091          0.73246    
                       13          0.47761          0.51887          0.78646          0.46075          0.64504          0.57143          0.33523          0.70175    
                       14          0.32090          0.43868          0.72396          0.36177          0.64122          0.60465          0.27841          0.64035    
                       15          0.29104          0.38208          0.66146          0.46075          0.63359          0.49502          0.37500          0.71930    
                       16          0.26866          0.42925          0.54688          0.53242          0.63740          0.58472          0.40341          0.23246    
                       17          0.50000          0.46698          0.53646          0.50512          0.73282          0.54817          0.51136          0.18860    
                       18          0.40299          0.52358          0.51562          0.57338          0.66412          0.53821          0.44318          0.11842    
                       19          0.40299          0.50943          0.48958          0.58362          0.65649          0.54153          0.21591          0.07895    
                       20          0.37313          0.55189          0.54688          0.54266          0.68702          0.57475          0.53977          0.07895    
                       21          0.49254          0.55189          0.63542          0.55973          0.67176          0.71761          0.60795          0.07018    
                       22          0.52239          0.51887          0.72917          0.66553          0.78626          0.72425          0.71591          0.14035    
                       23          0.64179          0.56604          0.66146          0.64505          0.81679          0.73754          0.65341          0.15789    
                       24          0.48507          0.53774          0.65104          0.68259          0.79008          0.70432          0.29545          0.13596    
                       25          0.66418          0.52830          0.55729          0.68259          0.74046          0.66445          0.34091          0.14912    
                       26          0.70896          0.51887          0.55208          0.66894          0.65649          0.61794          0.40909          0.14912    
                       27          0.77612          0.58019          0.60417          0.53584          0.61069          0.60797          0.41477          0.21053    
                       28          0.50746          0.57547          0.66146          0.59727          0.63359          0.60797          0.31818          0.48246    
                       29          0.51493          0.54717          0.86458          0.63140          0.55725          0.63455          0.24432          0.51316    
                       30          0.52985          0.55660          0.91146          0.65529          0.63359          0.59468          0.32386          0.73246    
                       31          0.61194          0.52830          0.89062          0.56655          0.80534          0.62791          0.48864          0.78509    
                       32          0.44776          0.53774          0.82812          0.60751          0.80534          0.68771          0.42614          0.69298    
                       33          0.53731          0.63679          0.75521          0.61775          0.76718          0.76744          0.24432          0.62281    
                       34          0.77612          0.72642          0.57812          0.51877          0.72519          0.73090          0.52273          0.69737    
                       35          0.63433          0.74528          0.55729          0.54608          0.64504          0.78738          0.34091          0.73246    
                       36          0.48507          0.63679          0.63021          0.48123          0.55344          0.76080          0.18182          0.73684    
                       37          0.52239          0.63208          0.66667          0.53242          0.59542          0.72757          0.27841          0.37719    
                       38          0.69403          0.65566          0.69271          0.62116          0.54580          0.78738          0.30682          0.42105    
                       39          0.70149          0.74528          0.72396          0.64846          0.47328          0.82724          0.69886          0.37719    
                       40          0.61940          0.71226          0.68229          0.60068          0.46565          0.84385          0.67614          0.31579    
                       41          0.75373          0.68396          0.61979          0.67235          0.61069          0.82724          0.78977          0.30263    
                       42          0.82090          0.72170          0.45833          0.72696          0.70229          0.84053          0.79545          0.37719    
                       43          0.76119          0.67453          0.44792          0.70648          0.73282          0.76080          0.40341          0.31140    
                       44          0.74627          0.62736          0.38021          0.70990          0.69847          0.69103          0.75000          0.25000    
                       45          0.47015          0.66981          0.28646          0.70648          0.69466          0.65781          0.57386          0.28947    
                       46          0.51493          0.80189          0.48438          0.67577          0.81679          0.72757          0.30682          0.36404    
                       47          0.64179          0.70283          0.25521          0.72355          0.75191          0.54485          0.45455          0.49561    
                       48          0.85075          0.67925          0.44271          0.74403          0.81679          0.68771          0.48864          0.50877    
                       49          0.80597          0.74528          0.51562          0.65870          0.80153          0.66777          0.48864          0.60526    
                       50          0.79851          0.70755          0.58854          0.71331          0.80153          0.71096          0.57955          0.65351    
                       51          0.79104          0.72642          0.58333          0.73379          0.72519          0.72425          0.52273          0.76754    
                       52          0.76866          0.73113          0.64583          0.75427          0.74809          0.76412          0.47159          0.87281    
                       53          0.72388          0.67453          0.61458          0.79863          0.71374          0.71429          0.43750          0.83333    
                       54          0.69403          0.70755          0.62500          0.74061          0.71756          0.74086          0.53977          0.78947    
                       55          0.54478          0.71226          0.55729          0.58703          0.70611          0.72093          0.68182          0.76316    
                       56          0.72388          0.72642          0.48958          0.52560          0.74809          0.71429          0.63636          0.78070    
                       57          0.63433          0.68396          0.42188          0.48464          0.67557          0.70100          0.43182          0.78509    
                       58          0.43284          0.68868          0.40104          0.55973          0.64122          0.59468          0.38068          0.86404    
                       59          0.35821          0.62264          0.41146          0.75427          0.66412          0.72757          0.43182          0.85965    
                       60          0.27612          0.66509          0.48438          0.77474          0.72901          0.64452          0.42614          0.87719    
                       61          0.44776          0.69811          0.45833          0.77133          0.74427          0.62791          0.52841          0.82456    
                       62          0.41045          0.70755          0.52604          0.70648          0.82824          0.60797          0.65341          0.80263    
                       63          0.46269          0.72642          0.63542          0.68259          0.85115          0.56146          0.57955          0.49561    
                       64          0.50746          0.71698          0.74479          0.68259          0.85878          0.61462          0.30114          0.42544    
                       65          0.41045          0.74057          0.69792          0.57338          0.78626          0.53821          0.28977          0.37281    
                       66          0.76866          0.74057          0.67708          0.53584          0.83206          0.54817          0.32955          0.30702    
                       67          0.85821          0.68396          0.66146          0.55290          0.79389          0.53821          0.41477          0.36842    
                       68          0.72388          0.72642          0.67188          0.59386          0.81679          0.62458          0.51136          0.45614    
                       69          0.73134          0.70755          0.75521          0.60068          0.77863          0.61130          0.48295          0.49561    
                       70          0.76866          0.76887          0.64062          0.65870          0.78626          0.61130          0.82955          0.60088    
                       71          0.84328          0.73113          0.63542          0.72355          0.80916          0.70100          0.89773          0.78070    
                       72          0.83582          0.66981          0.70312          0.73720          0.83206          0.66445          0.86364          0.77193    
                       73          0.80597          0.68396          0.70833          0.72355          0.88550          0.66445          0.82955          0.81140    
                       74          0.87313          0.67453          0.66667          0.61092          0.89313          0.64784          0.81250          0.82456    
                       75          0.83582          0.69340          0.59896          0.55631          0.90076          0.62458          0.68750          0.83772    
                       76          0.82836          0.64151          0.58854          0.61433          0.88168          0.71761          0.69886          0.76754    
                       77          0.78358          0.71226          0.49479          0.68259          0.75954          0.63787          0.83523          0.74561    
                       78          0.70149          0.71698          0.54688          0.64505          0.55725          0.53821          0.85795          0.71491    
                       79          0.64925          0.75000          0.40104          0.69283          0.39695          0.52159          0.90341          0.69737    
                       80          0.53731          0.74057          0.36979          0.69625          0.27099          0.37874          0.68750          0.66228    
                       81          0.40299          0.76415          0.38542          0.63481          0.30916          0.38538          0.38068          0.36842    
                       82          0.38806          0.69340          0.43750          0.59727          0.48473          0.35548          0.23295          0.32895    
                       83          0.49254          0.57547          0.48438          0.54266          0.56489          0.39203          0.47727          0.39474    
                       84          0.34328          0.52830          0.66146          0.49488          0.62977          0.46512          0.43750          0.45614    
                       85          0.32836          0.57547          0.76562          0.40614          0.66031          0.38206          0.30114          0.51316    
                       86          0.52985          0.55189          0.73438          0.39590          0.74046          0.42857          0.44886          0.67105    
                       87          0.82090          0.78774          0.77083          0.45734          0.73282          0.41196          0.79545          0.37281    
                       88          0.80597          0.81604          0.72396          0.33447          0.72137          0.37542          0.85795          0.35088    
                       89          0.69403          0.76415          0.74479          0.41980          0.70611          0.39867          0.79545          0.34211    
                       90          0.79851          0.60849          0.66146          0.31058          0.71374          0.34551          0.48864          0.36842    
                       91          0.86567          0.62736          0.59375          0.40614          0.69847          0.29900          0.78977          0.43421    
                       92          0.78358          0.73113          0.67708          0.40273          0.66412          0.25581          0.91477          0.52632    
                       93          0.86567          0.70755          0.77604          0.39249          0.63740          0.27243          0.89773          0.52193    
                       94          0.93284          0.66981          0.85938          0.41638          0.59160          0.32558          0.84659          0.60088    
                       95          0.84328          0.68396          0.89062          0.39932          0.58779          0.29900          0.64205          0.55702    
                       96          0.71642          0.61321          0.81771          0.35836          0.59924          0.18272          0.46023          0.48684    
                       97          0.64179          0.50943          0.64583          0.29352          0.68321          0.18605          0.58523          0.55702    
                       98          0.52985          0.47170          0.65625          0.28328          0.69084          0.20266          0.38636          0.57895    
                       99          0.38806          0.33962          0.66146          0.25256          0.67176          0.14950          0.78409          0.57456    
                      100          0.26866          0.36792          0.61979          0.27304          0.68321          0.04319          0.78409          0.57456    
